Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Idarubicin Hydrochloride	Idarubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	10523799	NA	NA	NA	II
Idarubicin Hydrochloride	Idarubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	12034365	NA	NA	NA	II
BMS-345541	BMS-345541	CHUK	Protein	O15111	Homo sapiens	IUPHAR	12403772	IC50	=	4000	III
BMS-345541	BMS-345541	IKBKB	Protein	O14920	Homo sapiens	IUPHAR	12403772	IC50	=	300	III
BMS-345541	BMS-345541	IKBKB	Protein	O14920	Homo sapiens	IUPHAR	22037378	Kd	=	130	III
Brigatinib	Brigatinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	21502504	IC50	=	129	III
Brigatinib	Brigatinib	ALK	Protein	Q9UM73	Homo sapiens	IUPHAR	21502504	IC50	=	0.620000005	III
Brigatinib	Brigatinib	ALK	Protein	Q9UM73	Homo sapiens	IUPHAR	21502504	Ki	=	0.090000004	III
Tyrosine Kinase Inhibitor SU5402	Tyrosine Kinase Inhibitor SU5402	FGFR1	Protein	P11362	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Sonidegib	Sonidegib	SMO	Protein	Q99835	Homo sapiens	DrugBank	26323341	NA	NA	NA	II
Sonidegib	Sonidegib	SMO	Protein	Q99835	Homo sapiens	IUPHAR	23063522	Ki	=	6	III
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	10519994	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	11906825	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	10812836	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	12107644	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	12079382	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	10879826	NA	NA	NA	II
Bortezomib	Bortezomib	PSMA4	Protein	P25789	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMA2	Protein	P25787	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMD1	Protein	Q99460	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bortezomib	Bortezomib	PSMD1	Protein	Q99460	Homo sapiens	DrugBank	20954323	NA	NA	NA	II
Bortezomib	Bortezomib	PSMD1	Protein	Q99460	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB1	Protein	P20618	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB1	Protein	P20618	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB1	Protein	P20618	Homo sapiens	DrugBank	20954323	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB1	Protein	P20618	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB5	Protein	P28074	Homo sapiens	DrugBank	16081156	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB5	Protein	P28074	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB5	Protein	P28074	Homo sapiens	DrugBank	20954323	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB5	Protein	P28074	Homo sapiens	IUPHAR	19428245	IC50	=	20	III
Bortezomib	Bortezomib	PSMB6	Protein	P28072	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMD2	Protein	Q13200	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bortezomib	Bortezomib	PSMD2	Protein	Q13200	Homo sapiens	DrugBank	20954323	NA	NA	NA	II
Bortezomib	Bortezomib	PSMD2	Protein	Q13200	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bortezomib	Bortezomib	PSMD2	Protein	Q13200	Homo sapiens	DrugBank	20501616	NA	NA	NA	II
Bortezomib	Bortezomib	PSMD2	Protein	Q13200	Homo sapiens	DrugBank	19252820	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB7	Protein	Q99436	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMA5	Protein	P28066	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB3	Protein	P49720	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB2	Protein	P49721	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB2	Protein	P49721	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB2	Protein	P49721	Homo sapiens	DrugBank	20954323	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB2	Protein	P49721	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bortezomib	Bortezomib	PSMB4	Protein	P28070	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMA1	Protein	P25786	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMA6	Protein	P60900	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMA3	Protein	P25788	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Bortezomib	Bortezomib	PSMA7	Protein	O14818	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Foretinib	Foretinib	HGF	Protein	P14210	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Foretinib	Foretinib	KDR	Protein	P35968	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Foretinib	Foretinib	KDR	Protein	P35968	Homo sapiens	IUPHAR	23098265	IC50	=		III
Foretinib	Foretinib	MET	Protein	P08581	Homo sapiens	IUPHAR	23644189	IC50	=		III
Foretinib	Foretinib	MET	Protein	P08581	Homo sapiens	IUPHAR	23098265	IC50	=		III
Foretinib	Foretinib	MET	Protein	P08581	Homo sapiens	IUPHAR	22037378	Kd	=	1.399999976	III
Foretinib	Foretinib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	23098265	IC50	=	0.800000012	III
Foretinib	Foretinib	FLT4	Protein	P35916	Homo sapiens	IUPHAR	23098265	IC50	=	2.799999952	III
Romidepsin	Romidepsin	HDAC6	Protein	Q9UBN7	Homo sapiens	DrugBank	21587264	NA	NA	NA	II
Romidepsin	Romidepsin	HDAC6	Protein	Q9UBN7	Homo sapiens	IUPHAR	20139990	Ki	=	9.5	III
Romidepsin	Romidepsin	HDAC3	Protein	O15379	Homo sapiens	IUPHAR	20139990	Ki	=	0.150000006	III
Romidepsin	Romidepsin	HDAC2	Protein	Q92769	Homo sapiens	DrugBank	21587264	NA	NA	NA	II
Romidepsin	Romidepsin	HDAC2	Protein	Q92769	Homo sapiens	IUPHAR	20139990	Ki	=	0.037999999	III
Romidepsin	Romidepsin	HDAC4	Protein	P56524	Homo sapiens	DrugBank	21587264	NA	NA	NA	II
Romidepsin	Romidepsin	HDAC4	Protein	P56524	Homo sapiens	IUPHAR	20139990	Ki	=	20.5	III
Romidepsin	Romidepsin	HDAC8	Protein	Q9BY41	Homo sapiens	IUPHAR	20139990	Ki	=	0.150000006	III
Romidepsin	Romidepsin	HDAC9	Protein	Q9UKV0	Homo sapiens	IUPHAR	20139990	Ki	=	1100	III
Romidepsin	Romidepsin	HDAC5	Protein	Q9UQL6	Homo sapiens	IUPHAR	20139990	Ki	=	550	III
Romidepsin	Romidepsin	HDAC7	Protein	Q8WUI4	Homo sapiens	IUPHAR	20139990	Ki	=	1250	III
Romidepsin	Romidepsin	HDAC1	Protein	Q13547	Homo sapiens	DrugBank	21587264	NA	NA	NA	II
Romidepsin	Romidepsin	HDAC1	Protein	Q13547	Homo sapiens	IUPHAR	20139990	Ki	=	0.0015	III
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	15991937	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	15573751	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	15026875	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	12710529	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	12719755	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	IUPHAR	8372104	IC50	=		III
Everolimus	Everolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Everolimus	Everolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	19774211	NA	NA	NA	II
Everolimus	Everolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	20531964	NA	NA	NA	II
Everolimus	Everolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	20155724	NA	NA	NA	II
Everolimus	Everolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	18466433	NA	NA	NA	II
Everolimus	Everolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	19344392	NA	NA	NA	II
Everolimus	Everolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	20569080	NA	NA	NA	II
Everolimus	Everolimus	MTOR	Protein	P42345	Homo sapiens	IUPHAR	9723437	IC50	=	2	III
Dabrafenib	Dabrafenib	SIK1	Protein	P57059	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Dabrafenib	Dabrafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	23621583	NA	NA	NA	II
Dabrafenib	Dabrafenib	BRAF	Protein	P15056	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	3.200000048	I
Dabrafenib	Dabrafenib	RAF1	Protein	P04049	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Dabrafenib	Dabrafenib	NEK11	Protein	Q8NG66	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Dabrafenib	Dabrafenib	LIMK1	Protein	P53667	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Durvalumab	Durvalumab	CD274	Protein	Q9NZQ7	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	=	2	I
Alvocidib	Alvocidib	CDK4	Protein	P11802	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Alvocidib	Alvocidib	CDK4	Protein	P11802	Homo sapiens	IUPHAR	8674031	Ki	=	65	III
Alvocidib	Alvocidib	EGFR	Protein	P00533	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Alvocidib	Alvocidib	CDK9	Protein	P50750	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Alvocidib	Alvocidib	CDK6	Protein	Q00534	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Alvocidib	Alvocidib	PYGM	Protein	P11217	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Alvocidib	Alvocidib	PYGM	Protein	P11217	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Alvocidib	Alvocidib	PYGM	Protein	P11217	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Alvocidib	Alvocidib	CDK8	Protein	P49336	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Alvocidib	Alvocidib	CDK5	Protein	Q00535	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Alvocidib	Alvocidib	CDK2	Protein	P24941	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Alvocidib	Alvocidib	CDK2	Protein	P24941	Homo sapiens	DrugBank	18465538	NA	NA	NA	II
Alvocidib	Alvocidib	CDK2	Protein	P24941	Homo sapiens	IUPHAR	8674031	IC50	=		III
Alvocidib	Alvocidib	CDK2	Protein	P24941	Homo sapiens	IUPHAR	8002990	IC50	=		III
Alvocidib	Alvocidib	CDK7	Protein	P50613	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Alvocidib	Alvocidib	CDK1	Protein	P06493	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
DHA-Paclitaxel	DHA-Paclitaxel	BCL2	Protein	P10415	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Imiquimod	Imiquimod	TLR8	Protein	Q9NR97	Homo sapiens	DrugBank	14616353	NA	NA	NA	II
Imiquimod	Imiquimod	TLR8	Protein	Q9NR97	Homo sapiens	DrugBank	15661881	NA	NA	NA	II
Imiquimod	Imiquimod	TLR8	Protein	Q9NR97	Homo sapiens	DrugBank	18439678	NA	NA	NA	II
Imiquimod	Imiquimod	TLR7	Protein	Q9NYK1	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Imiquimod	Imiquimod	TLR7	Protein	Q9NYK1	Homo sapiens	DrugBank	12527213	NA	NA	NA	II
Imiquimod	Imiquimod	TLR7	Protein	Q9NYK1	Homo sapiens	DrugBank	15068862	NA	NA	NA	II
Imiquimod	Imiquimod	TLR7	Protein	Q9NYK1	Homo sapiens	DrugBank	12470615	NA	NA	NA	II
Imiquimod	Imiquimod	TLR7	Protein	Q9NYK1	Homo sapiens	IUPHAR	11812998	NA	NA	NA	II
Imiquimod	Imiquimod	TLR7	Protein	Q9NYK1	Homo sapiens	DrugBank	14616353	NA	NA	NA	II
Imiquimod	Imiquimod	TLR7	Protein	Q9NYK1	Homo sapiens	DrugBank	15072849	NA	NA	NA	II
Vandetanib	Vandetanib	PTK6	Protein	Q13882	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Vandetanib	Vandetanib	EGFR	Protein	P00533	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Vandetanib	Vandetanib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	12499271	IC50	=	300	III
Vandetanib	Vandetanib	RET	Protein	P07949	Homo sapiens	IUPHAR	12499271	IC50	=	100	III
Vandetanib	Vandetanib	RET	Protein	P07949	Homo sapiens	IUPHAR	22037378	Kd	=	34	III
Vandetanib	Vandetanib	TEK	Protein	Q02763	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Vandetanib	Vandetanib	VEGFA	Protein	P15692	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Vandetanib	Vandetanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	15743202	IC50	=	9	III
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	14640928	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	17106506	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	17026451	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	19852528	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	15378559	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	15139789	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	14504060	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	14635083	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	14760130	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	16163194	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	15232725	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	15102873	NA	NA	NA	II
Palonosetron Hydrochloride	Palonosetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	IUPHAR	20724042	Ki	=	0.032000002	III
Palifermin	Palifermin	FGFR1	Protein	P11362	Homo sapiens	DrugBank	10212269	NA	NA	NA	II
Palifermin	Palifermin	FGFR1	Protein	P11362	Homo sapiens	DrugBank	10950949	NA	NA	NA	II
Palifermin	Palifermin	FGFR1	Protein	P11362	Homo sapiens	DrugBank	11714710	NA	NA	NA	II
Palifermin	Palifermin	FGFR1	Protein	P11362	Homo sapiens	DrugBank	11091737	NA	NA	NA	II
Palifermin	Palifermin	FGFR1	Protein	P11362	Homo sapiens	DrugBank	9890894	NA	NA	NA	II
Palifermin	Palifermin	FGFR4	Protein	P22455	Homo sapiens	DrugBank	10950949	NA	NA	NA	II
Palifermin	Palifermin	FGFR4	Protein	P22455	Homo sapiens	DrugBank	11149756	NA	NA	NA	II
Palifermin	Palifermin	FGFR4	Protein	P22455	Homo sapiens	DrugBank	9843417	NA	NA	NA	II
Palifermin	Palifermin	FGFR4	Protein	P22455	Homo sapiens	DrugBank	9755102	NA	NA	NA	II
Palifermin	Palifermin	FGFR4	Protein	P22455	Homo sapiens	DrugBank	7526860	NA	NA	NA	II
Palifermin	Palifermin	FGFR2	Protein	P21802	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Palifermin	Palifermin	FGFR2	Protein	P21802	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Palifermin	Palifermin	FGFR2	Protein	P21802	Homo sapiens	DrugBank	7499435	NA	NA	NA	II
Palifermin	Palifermin	FGFR2	Protein	P21802	Homo sapiens	DrugBank	10593896	NA	NA	NA	II
Palifermin	Palifermin	FGFR2	Protein	P21802	Homo sapiens	DrugBank	16854582	NA	NA	NA	II
Palifermin	Palifermin	FGFR2	Protein	P21802	Homo sapiens	DrugBank	17456767	NA	NA	NA	II
Palifermin	Palifermin	FGFR2	Protein	P21802	Homo sapiens	DrugBank	9056643	NA	NA	NA	II
Palifermin	Palifermin	FGFR2	Protein	P21802	Homo sapiens	DrugBank	16390600	NA	NA	NA	II
Palifermin	Palifermin	FGFR2	Protein	P21802	Homo sapiens	DrugBank	17728847	NA	NA	NA	II
Palifermin	Palifermin	NRP1	Protein	O14786	Homo sapiens	DrugBank	9094999	NA	NA	NA	II
Palifermin	Palifermin	NRP1	Protein	O14786	Homo sapiens	DrugBank	9890894	NA	NA	NA	II
Palifermin	Palifermin	NRP1	Protein	O14786	Homo sapiens	DrugBank	10821861	NA	NA	NA	II
Palifermin	Palifermin	HSPG2	Protein	P98160	Homo sapiens	DrugBank	9788974	NA	NA	NA	II
Palifermin	Palifermin	HSPG2	Protein	P98160	Homo sapiens	DrugBank	10593896	NA	NA	NA	II
Palifermin	Palifermin	HSPG2	Protein	P98160	Homo sapiens	DrugBank	14753849	NA	NA	NA	II
Palifermin	Palifermin	HSPG2	Protein	P98160	Homo sapiens	DrugBank	16989989	NA	NA	NA	II
Palifermin	Palifermin	FGFR3	Protein	P22607	Homo sapiens	DrugBank	11422746	NA	NA	NA	II
Palifermin	Palifermin	FGFR3	Protein	P22607	Homo sapiens	DrugBank	11149756	NA	NA	NA	II
Palifermin	Palifermin	FGFR3	Protein	P22607	Homo sapiens	DrugBank	10821861	NA	NA	NA	II
Palifermin	Palifermin	FGFR3	Protein	P22607	Homo sapiens	DrugBank	7680555	NA	NA	NA	II
Palifermin	Palifermin	FGFR3	Protein	P22607	Homo sapiens	DrugBank	7890137	NA	NA	NA	II
Idelalisib	Idelalisib	PIK3CA	Protein	P42336	Homo sapiens	IUPHAR	20959606	IC50	=	820	III
Idelalisib	Idelalisib	PIK3CB	Protein	P42338	Homo sapiens	IUPHAR	20959606	IC50	=	565	III
Idelalisib	Idelalisib	PIK3CD	Protein	O00329	Homo sapiens	IUPHAR	20959606	IC50	=	2.5	III
Idelalisib	Idelalisib	PIK3CG	Protein	P48736	Homo sapiens	IUPHAR	20959606	IC50	=	89	III
Palbociclib	Palbociclib	CDK6	Protein	Q00534	Homo sapiens	DrugBank	15542782	NA	NA	NA	II
Palbociclib	Palbociclib	CDK6	Protein	Q00534	Homo sapiens	IUPHAR	15542782	IC50	=	16	III
Palbociclib	Palbociclib	CDK4	Protein	P11802	Homo sapiens	DrugBank	15542782	NA	NA	NA	II
Palbociclib	Palbociclib	CDK4	Protein	P11802	Homo sapiens	IUPHAR	15542782	IC50	=	11	III
Mercaptopurine	Mercaptopurine	HPRT1	Protein	P00492	Homo sapiens	DrugBank	15354273	NA	NA	NA	II
Mercaptopurine	Mercaptopurine	PPAT	Protein	Q06203	Homo sapiens	DrugBank	18506437	NA	NA	NA	II
Mercaptopurine	Mercaptopurine	PPAT	Protein	Q06203	Homo sapiens	DrugBank	21948594	NA	NA	NA	II
Mercaptopurine	Mercaptopurine	IMPDH2	Protein	P12268	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Mercaptopurine	Mercaptopurine	IMPDH2	Protein	P12268	Homo sapiens	DrugBank	18506437	NA	NA	NA	II
Masitinib	Masitinib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	19789626	IC50	=	800	III
Masitinib	Masitinib	KIT	Protein	P10721	Homo sapiens	IUPHAR	22037378	Kd	=	8.100000381	III
Masitinib	Masitinib	KIT	Protein	P10721	Homo sapiens	IUPHAR	19789626	IC50	=	200	III
Masitinib	Masitinib	PDGFRA	Protein	P16234	Homo sapiens	IUPHAR	19789626	IC50	=	540	III
Bosutinib	Bosutinib	BCR	Protein	P11274	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Bosutinib	Bosutinib	STK24	Protein	Q9Y6E0	Homo sapiens	IUPHAR	19039322	IC50	=	3.900000095	III
Bosutinib	Bosutinib	MAP2K1	Protein	Q02750	Homo sapiens	DrugBank	19039322	NA	NA	NA	II
Bosutinib	Bosutinib	FRK	Protein	P42685	Homo sapiens	IUPHAR	19039322	IC50	=	2.200000048	III
Bosutinib	Bosutinib	CAMK2G	Protein	Q13555	Homo sapiens	DrugBank	23493838	NA	NA	NA	II
Bosutinib	Bosutinib	CAMK2G	Protein	Q13555	Homo sapiens	IUPHAR	19039322	IC50	=	184	III
Bosutinib	Bosutinib	MAP2K2	Protein	P36507	Homo sapiens	DrugBank	19039322	NA	NA	NA	II
Bosutinib	Bosutinib	CAMK1D	Protein	Q8IU85	Homo sapiens	IUPHAR	19039322	IC50	=	92	III
Bosutinib	Bosutinib	ABL1	Protein	P00519	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Bosutinib	Bosutinib	ABL1	Protein	P00519	Homo sapiens	IUPHAR	12543790	IC50	=	1	III
Bosutinib	Bosutinib	STK4	Protein	Q13043	Homo sapiens	IUPHAR	19039322	IC50	=	191	III
Bosutinib	Bosutinib	TXK	Protein	P42681	Homo sapiens	IUPHAR	19039322	IC50	=	0.300000012	III
Bosutinib	Bosutinib	LYN	Protein	P07948	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Bosutinib	Bosutinib	LYN	Protein	P07948	Homo sapiens	IUPHAR	19039322	IC50	=	8	III
Bosutinib	Bosutinib	MAP3K2	Protein	Q9Y2U5	Homo sapiens	DrugBank	23134735	NA	NA	NA	II
Bosutinib	Bosutinib	STK10	Protein	O94804	Homo sapiens	IUPHAR	19039322	IC50	=	52	III
Bosutinib	Bosutinib	HCK	Protein	P08631	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Bosutinib	Bosutinib	CDK2	Protein	P24941	Homo sapiens	DrugBank	19039322	NA	NA	NA	II
Bosutinib	Bosutinib	FYN	Protein	P06241	Homo sapiens	IUPHAR	19039322	IC50	=	1.799999952	III
Bosutinib	Bosutinib	MAP4K5	Protein	Q9Y4K4	Homo sapiens	IUPHAR	19039322	IC50	=	0.300000012	III
Bosutinib	Bosutinib	TNK2	Protein	Q07912	Homo sapiens	IUPHAR	19039322	IC50	=	2.700000048	III
Bosutinib	Bosutinib	SRC	Protein	P12931	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Bosutinib	Bosutinib	SRC	Protein	P12931	Homo sapiens	IUPHAR	17721511	IC50	=	1	III
Etoposide Phosphate	Etoposide Phosphate	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	17578914	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	16271071	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	16309315	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	16377807	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17361331	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17514873	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	50.40000153	I
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	50.40000153	I
Vismodegib	Vismodegib	SMO	Protein	Q99835	Homo sapiens	DrugBank	23662017	NA	NA	NA	II
Vismodegib	Vismodegib	SMO	Protein	Q99835	Homo sapiens	IUPHAR	23063522	Ki	=	16.20000076	III
Etoposide	Etoposide Phosphate	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	17578914	NA	NA	NA	II
Etoposide	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	16271071	NA	NA	NA	II
Etoposide	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Etoposide	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	16309315	NA	NA	NA	II
Etoposide	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	16377807	NA	NA	NA	II
Etoposide	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17361331	NA	NA	NA	II
Etoposide	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17514873	NA	NA	NA	II
Etoposide	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	50.40000153	I
Etoposide	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	50.40000153	I
Birinapant	Birinapant	XIAP	Protein	P98170	Homo sapiens	IUPHAR	23225169	Kd	=	45	III
Birinapant	Birinapant	BIRC2	Protein	Q13490	Homo sapiens	IUPHAR	23225169	Kd	<	1	III
