DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB00899,Remifentanil,132875-61-7,SmallMoleculeDrug,C08021,"",60815,46504538,"",PA451232,"","","","",11311,http://www.rxlist.com/cgi/generic2/ultiva.htm,"",Remifentanil,http://www.drugs.com/cdi/remifentanil.html,,54803,50012491,DAP000264
DB00900,Didanosine,69655-05-6,SmallMoleculeDrug,C06953,D00296,50599,46506255,490877,PA449301,2DI,,,,916,http://www.rxlist.com/cgi/generic3/didanosine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/vid1482.shtml,Didanosine,http://www.drugs.com/cdi/didanosine-chewable-dispersible-buffered-tablets.html,,45864,,DNC000528
DB00902,Methdilazine,1982-37-2,SmallMoleculeDrug,C07175,D04979,14677,46505472,"",PA164743018,"",,,,"","","",Methdilazine,"",,14009,,DAP001070
DB00903,Ethacrynic acid,58-54-8,SmallMoleculeDrug,"",D00313,3278,46507562,4876,PA449518,EAA,,,,10170,http://www.rxlist.com/cgi/generic3/edecrin.htm,"",Ethacrynic_acid,http://www.drugs.com/cdi/ethacrynate-sodium.html,,3163,,DAP000748
DB00904,Ondansetron,99614-02-5,SmallMoleculeDrug,C07325,D00456,4595,46504819,"",PA450705,"",,,,11104; 947,http://www.rxlist.com/cgi/generic/ondansetron.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zof1501.shtml,Ondansetron,http://www.drugs.com/cdi/ondansetron.html,,4434,50000493,DAP000221
DB00905,Bimatoprost,155206-00-1,SmallMoleculeDrug,"","",5311027,46505334,51230,PA164748867,15M,"","","",12108,http://www.rxlist.com/cgi/generic2/bimatoprost.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/lum1578.shtml,Bimatoprost,http://www.drugs.com/cdi/bimatoprost-drops.html,,4470565,,DAP001217
DB00906,Tiagabine,115103-54-3,SmallMoleculeDrug,C07503,"",60648,46505560,"",PA451682,"","","","","",http://www.rxlist.com/cgi/generic/gabitril.htm,"",Tiagabine,http://www.drugs.com/cdi/tiagabine.html,,54661,50039251,DAP000164
DB00907,Cocaine,50-36-2,SmallMoleculeDrug,C01416,D00110,446220,46506326,27958,PA449072,"",,,,20241,http://www.rxlist.com/cgi/generic/cocaine.htm,"",Cocaine,http://www.drugs.com/cons/cocaine-hydrochloride-topical.html,,,50006232,DAP000834
DB00908,Quinidine,56-54-2,SmallMoleculeDrug,C06527,"",441074,46505356,28593,PA451209,"",,,,6714; 6716; 6717,http://www.rxlist.com/cgi/generic/quinidine.htm,"",Quinidine,http://www.drugs.com/cdi/quinidine-gluconate-controlled-release-tablets.html,,389880,,DAP000515
DB00909,Zonisamide,68291-97-4,SmallMoleculeDrug,C07504,D00538,5734,46505278,10127,PA451978,"",,,,"",http://www.rxlist.com/cgi/generic3/zonisamide.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zon1564.shtml,Zonisamide,http://www.drugs.com/cdi/zonisamide.html,,5532,10888,DAP000500
DB00910,Paricalcitol,131918-61-1,SmallMoleculeDrug,C08127,D00930,5281104,46505780,7931,PA450798,"","","","",13272,http://www.rxlist.com/cgi/generic4/zemplar_caps.htm,"",,http://www.drugs.com/cdi/paricalcitol.html,,4444552,,DAP000211
DB00911,Tinidazole,19387-91-8,SmallMoleculeDrug,"",D01426,5479,46506396,"",PA10813,"",,,,"","",http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tin1701.shtml,Tinidazole,http://www.drugs.com/cdi/tinidazole.html,,5279,,
DB00912,Repaglinide,135062-02-1,SmallMoleculeDrug,C07670,D00594,65981,46508150,"",PA451234,"",,,,11860,http://www.rxlist.com/cgi/generic/prandin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pra1343.shtml,Repaglinide,http://www.drugs.com/cdi/repaglinide.html,,59377,50153520,DAP000133
DB00913,Anileridine,144-14-9,SmallMoleculeDrug,"","",8944,46505199,61203,PA164768817,"",,,,11387,"","",Anileridine,"",,8600,,DAP001135
DB00914,Phenformin,114-86-3,SmallMoleculeDrug,C07673,"",8249,46505230,"",PA1000,"","","","","","","",Phenformin,"",,7953,50240908,DAP000206
DB00915,Amantadine,768-94-5,SmallMoleculeDrug,C06818,"",2130,46507081,2618,PA448360,"","",,"",9905,http://www.rxlist.com/cgi/generic3/amantadine.htm,"",Amantadine,http://www.drugs.com/cdi/amantadine.html,,,,DAP000781
DB00916,Metronidazole,443-48-1,SmallMoleculeDrug,"",D00409,4173,46508911,6909,PA450484,"","","","",9880,http://www.rxlist.com/cgi/generic/metron.htm,"",Metronidazole,http://www.drugs.com/metronidazole.html,,4029,,DAP000534
DB00917,Dinoprostone,363-24-6,SmallMoleculeDrug,C00584,D00079,5280360,46505549,15551,PA449345,"","","","",2161,http://www.rxlist.com/cgi/generic/dinoprostone.htm,"",Dinoprostone,http://www.drugs.com/cdi/dinoprostone-gel.html,,4444059,35847,DAP000360
DB00918,Almotriptan,181183-52-8,SmallMoleculeDrug,"","",123606,46505165,520985,PA10246,"","","","",13247,http://www.rxlist.com/cgi/generic2/almotriptan.htm,"",Almotriptan,http://www.drugs.com/cdi/almotriptan.html,,110198,,DAP001345
DB00919,Spectinomycin,1695-77-8,SmallMoleculeDrug,C02078,"",15541,46505032,"",PA164781342,SCM,"","","",11211; 8567,http://www.rxlist.com/cgi/generic/trobicin.htm,"",Spectinomycin,http://www.drugs.com/mtm/spectinomycin.html,,14785,,DAP000403
DB00920,Ketotifen,34580-14-8,SmallMoleculeDrug,"",D01332,3827,46508921,"",PA450152,"","","","",11175; 1944,http://www.rxlist.com/cgi/generic/ketotifen.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zad1598.shtml,Ketotifen,http://www.drugs.com/cdi/ketotifen-drops.html,,3695,50002087,DAP000329
DB00921,Buprenorphine,52485-79-7,SmallMoleculeDrug,C08007,D07132,644073,46505782,3216,PA448685,"",,,,12033,http://www.rxlist.com/cgi/generic3/suboxone.htm,"",Buprenorphine,http://www.drugs.com/cdi/buprenorphine.html,,,,DAP001353
DB00922,Levosimendan,141505-33-1,SmallMoleculeDrug,"","",3033825,46507149,50567,PA164749138,"","","","","","","",Levosimendan,"",,2298414,,DAP000797
DB00923,Ceforanide,60925-61-3,SmallMoleculeDrug,C06884,D00259,43507,46504532,3495,PA164746057,"",,,,"","","",Ceforanide,"",,39656,,DAP001175
DB00924,Cyclobenzaprine,303-53-7,SmallMoleculeDrug,C06931,"",2895,46508313,3996,PA449160,"",,,,2143,http://www.rxlist.com/cgi/generic/cyclobnz.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/fle1179.shtml,Cyclobenzaprine,http://www.drugs.com/cyclobenzaprine.html,,2792,,DAP000891
DB00925,Phenoxybenzamine,59-96-1,SmallMoleculeDrug,C07435,"",4768,46507191,"",PA450919,"","","","","",http://www.rxlist.com/cgi/generic3/phenoxybenz.htm,"",Phenoxybenzamine,http://www.drugs.com/cdi/phenoxybenzamine.html,,4604,50017679,DAP000478
DB00927,Famotidine,76824-35-6,SmallMoleculeDrug,"",D00318,3325,46507397,4975,PA449586,"",,,,1395,http://www.rxlist.com/cgi/generic/famot.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pep1325.shtml,Famotidine,http://www.drugs.com/famotidine.html,,3208,,DAP000341
DB00928,Azacitidine,320-67-2,SmallMoleculeDrug,C11262,D03021,9444,46509032,2038,PA451996,"",,,,20554,http://www.rxlist.com/cgi/generic3/vidaza.htm,"",Azacitidine,http://www.drugs.com/cdi/azacitidine.html,,9072,,DAP000640
DB00929,Misoprostol,59122-46-2,SmallMoleculeDrug,"",D00419,5282381,46505041,"",PA450523,"",,,,1859,http://www.rxlist.com/cgi/generic/misopro.htm,"",Misoprostol,http://www.drugs.com/cdi/misoprostol.html,,4445541,,DAP000358
DB00930,Colesevelam,182815-43-6,SmallMoleculeDrug,"","",,,"",PA449095,"","",,"",20982,http://www.rxlist.com/cgi/generic2/colesevelam.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/wel1551.shtml,Colesevelam,http://www.drugs.com/cdi/colesevelam.html,,140701,,
DB00931,Methacycline,914-00-1,SmallMoleculeDrug,C07654,D04972,70789199,46506631,"",PA164750512,"",,,,"","","",Methacycline,"",,,50046500,DAP000883
DB00932,Tipranavir,174484-41-4,SmallMoleculeDrug,"","",54682461,46506257,"",PA163522473,TPV,"","","",12684,http://www.rxlist.com/cgi/generic/aptivus.htm,"",Tipranavir,http://www.drugs.com/cdi/tipranavir.html,,58539,558,DAP001085
DB00933,Mesoridazine,5588-33-0,SmallMoleculeDrug,C07143,D02671,4078,46506724,6780,PA450386,"",,,,11278,http://www.rxlist.com/cgi/generic3/mesoridazine.htm,"",Mesoridazine,http://www.drugs.com/mtm/mesoridazine.html,,3936,50131440,DAP000252
DB00934,Maprotiline,10262-69-8,SmallMoleculeDrug,C07107,D02566,4011,46508358,"",PA450322,"",,,,2274,"","",Maprotiline,http://www.drugs.com/cdi/maprotiline.html,,,35228,DAP001150
DB00935,Oxymetazoline,1491-59-4,SmallMoleculeDrug,C07363,"",4636,46505622,"",PA164748840,"",,,,10195,"","",Oxymetazoline,http://www.drugs.com/cdi/oxymetazoline-solution.html,,4475,50027075,DAP000235
DB00936,Salicylic acid,69-72-7,SmallMoleculeDrug,C00805,D00097,338,46504942,16914,PA451299,SAL,"","","",9766; 9783,"","",Salicyclic_acid,"",,331,26193,DAP000731
DB00937,Diethylpropion,90-84-6,SmallMoleculeDrug,C06954,"",7029,46506622,4530,PA164778098,"",,,,9897,http://www.rxlist.com/cgi/generic3/diethprop.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ten1435.shtml,Diethylpropion,http://www.drugs.com/cdi/diethylpropion.html,,6762,,DAP001452
DB00938,Salmeterol,89365-50-4,SmallMoleculeDrug,C07241,D05792,5152,46508024,"",PA451300,"","","","",11282,http://www.rxlist.com/cgi/generic/salmeterol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ser1401.shtml,Salmeterol,http://www.drugs.com/cdi/salmeterol.html,,4968,25771,DAP000947
DB00939,Meclofenamic acid,644-62-2,SmallMoleculeDrug,C02996,D02341,4037,46507887,"",PA450341,"","","","",2114,http://www.rxlist.com/cgi/generic/meclofen.htm,"",Meclofenamic_acid,"",,3897,22971,DNC000919
DB00940,Methantheline,5818-17-7,SmallMoleculeDrug,C07849,"",4097,46505807,"",PA164747037,"","","","","","","",,"",,3955,,DAP001109
DB00941,Hexafluronium,317-52-2,SmallMoleculeDrug,"",D04435,73425376,46507171,"",PA164743020,"","","","","","","",Hexafluronium_bromide,"",,,,DAP000963
DB00942,Cycrimine,77-39-4,SmallMoleculeDrug,"","",2911,46506736,59692,PA164749387,"","","","","","","","","",,2808,,DAP001120
DB00943,Zalcitabine,7481-89-2,SmallMoleculeDrug,C07207,D00412,24066,46507879,10101,PA451950,"","","","",884,http://www.rxlist.com/cgi/generic2/zalcit.htm,"",Zalcitabine,http://www.drugs.com/cdi/zalcitabine.html,,22498,,DNC000527
DB00944,Demecarium,"",SmallMoleculeDrug,"",D00667,5966,46507824,"",PA164745610,"",,,,"",http://www.rxlist.com/cgi/generic2/demecarium.htm,"",Demecarium_bromide,http://www.drugs.com/mtm/demecarium-bromide-ophthalmic.html,,,,DAP000894
DB00945,Acetylsalicylic acid,50-78-2,SmallMoleculeDrug,C01405,D00109,2244,46505803,15365,PA448497,AIN,"","","",150,http://www.rxlist.com/cgi/generic/asa.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/asp1033.shtml,Aspirin,http://www.drugs.com/aspirin.html,,2157,22360,DAP000843
DB00946,Phenprocoumon,435-97-2,SmallMoleculeDrug,"","",54680692,46506423,50438,PA450921,"",,,,"","","",Phenprocoumon,"",,,768,DAP000771
DB00947,Fulvestrant,129453-61-8,SmallMoleculeDrug,"",D01161,17756771,46508664,31638,PA164747170,"","","","",13276,http://www.rxlist.com/cgi/generic/faslodex.htm,"",Fulvestrant,http://www.drugs.com/cdi/fulvestrant.html,,,50169743,DAP000319
DB00948,Mezlocillin,51481-65-3,SmallMoleculeDrug,C07221,D05021,656511,46506692,6919,PA164750540,"",,,,"","","",Mezlocillin,"",,570894,,DAP001180
DB00949,Felbamate,25451-15-4,SmallMoleculeDrug,C07501,D00536,3331,46506375,4995,PA449590,"",,,,"",http://www.rxlist.com/cgi/generic3/felbamate.htm,"",Felbamate,http://www.drugs.com/cdi/felbamate.html,,3214,50240678,DAP000093
DB00950,Fexofenadine,83799-24-0,SmallMoleculeDrug,C06999,"",3348,46504676,5050,PA449621,"",,,,11456,http://www.rxlist.com/cgi/generic/fexofen.htm,"",Fexofenadine,http://www.drugs.com/cdi/fexofenadine.html,,3231,22874,DAP000330
DB00951,Isoniazid,54-85-3,SmallMoleculeDrug,C07054,D00346,3767,46506039,6030,PA450112,ISZ,,,,6618,http://www.rxlist.com/cgi/generic2/isoniaz.htm,"",Isoniazid,http://www.drugs.com/cdi/isoniazid.html,,3635,,DAP000011
DB00952,Naratriptan,121679-13-8,SmallMoleculeDrug,C07792,"",4440,46507243,7478,PA450597,"",,,,11770,http://www.rxlist.com/cgi/generic2/naratript.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ame1018.shtml,Naratriptan,http://www.drugs.com/cdi/naratriptan.html,,4287,,DAP000890
DB00953,Rizatriptan,145202-66-0,SmallMoleculeDrug,"",D00675,5078,46506557,48273,PA451264,"",,,,11899,http://www.rxlist.com/cgi/generic2/rizatrip.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/max1248.shtml,Rizatriptan,http://www.drugs.com/cdi/rizatriptan.html,,4900,,DAP000220
DB00954,Dirithromycin,62013-04-1,SmallMoleculeDrug,"",D03865,70789200,46509156,"",PA449368,"","","","","",http://www.rxlist.com/cgi/generic2/dirthromycin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dyn1151.shtml,Dirithromycin,http://www.drugs.com/mtm/dirithromycin.html,,,,DAP000888
DB00955,Netilmicin,56391-56-1,SmallMoleculeDrug,C07657,"",6857423,46507404,7528,PA164754913,"",,,,8353,"","",Netilmicin,"",,,,DAP000404
DB00956,Hydrocodone,125-29-1,SmallMoleculeDrug,C08024,"",5284569,46506225,5779,PA449900,"",,,,20386; 6161,http://www.rxlist.com/cgi/generic/hydrocod.htm,"",Hydrocodone,"",,4447623,,DAP000253
DB00957,Norgestimate,35189-28-7,SmallMoleculeDrug,"",D05209,6540478,46507381,50815,PA164744346,"","",,"",7492,http://www.rxlist.com/cgi/generic/norgestimest.htm,"",Norgestimate,"",,5022837,,DAP001210
DB00958,Carboplatin,41575-94-4,SmallMoleculeDrug,"",D01363,38904,46507170,31355,PA448803,"","",,"",1755,http://www.rxlist.com/cgi/generic3/carboplat.htm,"",Carboplatin,http://www.drugs.com/cdi/carboplatin.html,,436073,,DAP000535
DB00959,Methylprednisolone,83-43-2,SmallMoleculeDrug,"",D00407,6741,46504885,6888,PA450466,"",,,,7626; 7624; 7621,http://www.rxlist.com/cgi/generic/methprd.htm,"",Methylprednisolone,http://www.drugs.com/methylprednisolone.html,,6485,,DAP001040
DB00960,Pindolol,13523-86-9,SmallMoleculeDrug,C07445,D00513,4828,46508362,8214,PA450966,"",,,,2144,http://www.rxlist.com/cgi/generic3/pindolol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pin1611.shtml,Pindolol,http://www.drugs.com/cdi/pindolol.html,,4662,,DAP000025
DB00961,Mepivacaine,96-88-8,SmallMoleculeDrug,C07528,"",4062,46507857,6759,PA164748741,"",,,,10271,http://www.rxlist.com/cgi/generic2/mepivacaine.htm,"",Mepivacaine,http://www.drugs.com/cdi/mepivacaine.html,,3922,,DAP001232
DB00962,Zaleplon,151319-34-5,SmallMoleculeDrug,C07484,D00530,5719,46508267,10102,PA451952,"","","","",11989,http://www.rxlist.com/cgi/generic3/zaleplon.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/son1537.shtml,Zaleplon,http://www.drugs.com/cdi/zaleplon.html,,5517,,DAP000266
DB00963,Bromfenac,91714-94-2,SmallMoleculeDrug,"","",60726,46508121,240107,PA448670,"","","","",22591,http://www.rxlist.com/cgi/generic4/xibrom.htm,"",Bromfenac,http://www.drugs.com/cdi/bromfenac.html,,54730,,DAP000732
DB00964,Apraclonidine,66711-21-5,SmallMoleculeDrug,C07668,"",2216,46505614,2788,PA164748866,"","","","",11372,http://www.rxlist.com/cgi/generic2/apraclonidine.htm,"",Apraclonidine,http://www.drugs.com/cdi/apraclonidine-drops.html,,2130,50021812,DAP000236
DB00965,Ethiodized oil,8008-53-5,SmallMoleculeDrug,"",D04082,,,"",PA164768833,"","","","","",http://www.rxlist.com/cgi/generic2/ethiodol.htm,"",Ethiodized_oil,"",,,,
DB00966,Telmisartan,144701-48-4,SmallMoleculeDrug,C07710,D00627,65999,46505370,9434,PA451605,"",,,,11907,http://www.rxlist.com/cgi/generic2/telmisartan.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/mic1592.shtml,Telmisartan,http://www.drugs.com/cdi/telmisartan.html,,59391,,DAP000766
DB00967,Desloratadine,100643-71-8,SmallMoleculeDrug,"","",124087,46507996,291342,PA164776964,"",,,,12210,http://www.rxlist.com/cgi/generic3/clarinex.htm,"",Desloratadine,http://www.drugs.com/cdi/desloratadine.html,,110575,50073179,DAP000331
DB00968,Methyldopa,555-30-6,SmallMoleculeDrug,C07194,D08205,38853,46508535,61058,PA450453,"",,,,10295; 20297,http://www.rxlist.com/cgi/generic2/methyl.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ald1012.shtml,Methyldopa,http://www.drugs.com/cdi/methyldopa.html,,,,DAP000226
DB00969,Alosetron,122852-42-0,SmallMoleculeDrug,"","",2099,46506274,253342,PA164745502,"","","","","",http://www.rxlist.com/cgi/generic3/alosetron.htm,"",Alosetron,http://www.drugs.com/cdi/alosetron.html,,2015,50131429,DAP000369
DB00970,Dactinomycin,50-76-0,SmallMoleculeDrug,C06770,D00214,457193,46509192,27666,PA151917012,"",,,,8486,http://www.rxlist.com/cgi/generic2/dactinomycin.htm,"",Dactinomycin,http://www.drugs.com/cdi/dactinomycin.html,,,50023797,DNC000380
DB00971,Selenium Sulfide,7446-34-6,SmallMoleculeDrug,"","",24011,46507535,"",PA164771240,"","","","",10052,http://www.rxlist.com/cgi/generic/selsun.htm,"",Selenium_sulfide,http://www.drugs.com/cdi/selenium-foam.html,,22444,,
DB00972,Azelastine,58581-89-8,SmallMoleculeDrug,C07768,"",2267,46507582,2950,PA448517,"",,,,22525,http://www.rxlist.com/cgi/generic/optivar.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/opt1673.shtml,Azelastine,http://www.drugs.com/cdi/azelastine-spray.html,,2180,,DNC000270
DB00973,Ezetimibe,163222-33-1,SmallMoleculeDrug,"",D01966,150311,46507625,49040,PA10816,"","","","",12754,http://www.rxlist.com/cgi/generic/ezetimibe.htm,"",Ezetimibe,http://www.drugs.com/ezetimibe.html,,132493,,DAP000717
DB00974,Edetic Acid,62-33-9,SmallMoleculeDrug,"",D00571,6049,46508301,"",PA449439,EDT,"","","",3829,http://www.rxlist.com/cgi/generic2/canaversenate.htm,"",EDTA,"",,5826,,DNC000594
DB00975,Dipyridamole,58-32-2,SmallMoleculeDrug,"",D00302,3108,46506292,4653,PA449367,"",,,,7219,http://www.rxlist.com/cgi/generic2/dipyrid.htm,"",Dipyridamole,http://www.drugs.com/cdi/dipyridamole.html,,2997,23620,DNC001625
DB00976,Telithromycin,191114-48-4,SmallMoleculeDrug,C12009,D01078,70789201,46504510,"",PA10202,TEL,,,,13168,http://www.rxlist.com/cgi/generic3/ketek.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ket1695.shtml,Telithromycin,http://www.drugs.com/cdi/telithromycin.html,,,,DAP000109
DB00977,Ethinyl Estradiol,57-63-6,SmallMoleculeDrug,C07534,D00554,5991,46508618,4903,PA449527,"","","","",7426,http://www.rxlist.com/cgi/generic/estinyl.htm,"",Ethinylestradiol,"",,,,DAP001018
DB00978,Lomefloxacin,98079-51-7,SmallMoleculeDrug,C07078,D02318,3948,46508499,116278,PA164749165,"",,,,"",http://www.rxlist.com/cgi/generic2/lomefloxacin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/max1249.shtml,Lomefloxacin,http://www.drugs.com/cdi/lomefloxacin.html,,3811,50240373,DAP000653
DB00979,Cyclopentolate,512-15-2,SmallMoleculeDrug,C06932,"",2905,46504517,4024,PA164743019,"",,,,4179,"","",Cyclopentolate,http://www.drugs.com/cdi/cyclopentolate.html,,2802,,DAP001111
DB00980,Ramelteon,196597-26-9,SmallMoleculeDrug,"","",208902,46505923,"",PA164744896,"",,,,"",http://www.rxlist.com/cgi/generic4/rozerem.htm,"",Ramelteon,http://www.drugs.com/cdi/ramelteon.html,,181000,50118470,DAP000070
DB00981,Physostigmine,57-47-6,SmallMoleculeDrug,C06535,D00196,5983,46506998,27953,PA450957,"","",,"",10016,http://www.rxlist.com/cgi/generic/physostigmine.htm,"",Physostigmine,http://www.drugs.com/mtm/physostigmine-ophthalmic.html,,5763,,DAP000561
DB00982,Isotretinoin,4759-48-2,SmallMoleculeDrug,"",D00348,5282379,46508729,6067,PA450128,"",,,,5044,http://www.rxlist.com/cgi/generic/isotret.htm,"",Isotretinoin,http://www.drugs.com/cdi/isotretinoin.html,,,,DAP000009
DB00983,Formoterol,73573-87-2,SmallMoleculeDrug,C07805,"",3410,46507099,"",PA134687907,"",,,,12633; 11381,http://www.rxlist.com/cgi/generic/foradil.htm,"",Formoterol,http://www.drugs.com/cdi/formoterol.html,,3292,,DAP000247
DB00984,Nandrolone phenpropionate,434-22-0,SmallMoleculeDrug,C08155,D00956,229455,46506276,7468,PA164746281,"","","","","","","",Nandrolone,http://www.drugs.com/cdi/nandrolone.html,,199761,,DAP000903
DB00985,Dimenhydrinate,523-87-5,SmallMoleculeDrug,"",D00520,441281,46504881,4604,PA449338,"",,,,9782,"","",Dimenhydrinate,http://www.drugs.com/cdi/dimenhydrinate.html,,390044,,DAP000333
DB00986,Glycopyrrolate,596-51-0,SmallMoleculeDrug,"",D00540,3494,46509133,"",PA164754882,"",,,,9967; 21481,http://www.rxlist.com/cgi/generic3/glycopyrrolate.htm,"",Glycopyrrolate,http://www.drugs.com/cdi/glycopyrrolate.html,,3374,,DAP001116
DB00987,Cytarabine,147-94-4,SmallMoleculeDrug,C02961,D00168,6253,46505879,28680,PA449177,AR3,,,,2953,http://www.rxlist.com/cgi/generic3/cytarabine.htm,"",Cytarabine,http://www.drugs.com/cdi/cytarabine.html,,6017,,DNC001551
DB00988,Dopamine,51-61-6,SmallMoleculeDrug,C03758,"",681,46506043,18243,PA449396,LDP,,,,2322,http://www.rxlist.com/cgi/generic3/dopamine.htm,"",Dopamine,http://www.drugs.com/cdi/dopamine.html,,661,,DAP000212
DB00989,Rivastigmine,123441-03-2,SmallMoleculeDrug,C11766,D03822,77991,46507452,"",PA451262,"",,,,11987,http://www.rxlist.com/cgi/generic2/rivastig.htm,"",Rivastigmine,http://www.drugs.com/cdi/rivastigmine.html,,70377,10620,DAP000149
DB00990,Exemestane,107868-30-4,SmallMoleculeDrug,C08162,D00963,60198,46508243,4953,PA449563,"",,,,12019,http://www.rxlist.com/cgi/generic3/exemest.htm,"",Exemestane,http://www.drugs.com/cdi/exemestane.html,,54278,,DAP000625
DB00991,Oxaprozin,21256-18-8,SmallMoleculeDrug,C07356,D00463,4614,46506429,"",PA450730,"",,,,1863,http://www.rxlist.com/cgi/generic/oxaproz.htm,"",Oxaprozin,http://www.drugs.com/cdi/oxaprozin.html,,4453,50002861,DAP000622
DB00992,Methyl aminolevulinate,33320-16-0,SmallMoleculeDrug,"","",157922,46507004,724125,PA164784028,"",,,,20439,"","",Methyl_aminolevulinate,http://www.drugs.com/mtm/methyl-aminolevulinate-topical.html,,138950,,DAP001024
DB00993,Azathioprine,446-86-6,SmallMoleculeDrug,C06837,D00238,2265,46508252,2948,PA448515,"",,,,10128,http://www.rxlist.com/cgi/generic/azathioprine.htm,"",Azathioprine,http://www.drugs.com/cdi/azathioprine.html,,2178,,DAP000782
DB00994,Neomycin,1404-04-2,SmallMoleculeDrug,C00384,"",8378,46505525,7507,PA450608,CNY,"","","",8638; 8636,http://www.rxlist.com/cgi/generic3/neomy.htm,"",Neomycin,http://www.drugs.com/cdi/neomycin.html,,,,DAP000036
DB00995,Auranofin,34031-32-8,SmallMoleculeDrug,"",D00237,,46507010,2922,PA448510,"",,,,1898,"",http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/rid1379.shtml,Auranofin,http://www.drugs.com/cdi/auranofin.html,,,,DAP000757
DB00996,Gabapentin,60142-96-3,SmallMoleculeDrug,"",D00332,3446,46506529,"",PA449720,GBN,"","","",470,http://www.rxlist.com/cgi/generic/gabapent.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/neu1289.shtml,Gabapentin,http://www.drugs.com/gabapentin.html,,3328,,DNC000670
DB00997,Doxorubicin,23214-92-8,SmallMoleculeDrug,C01661,D03899,31703,46507641,28748,PA449412,"",,,,2298,http://www.rxlist.com/cgi/generic2/doxor.htm,"",Doxorubicin,http://www.drugs.com/cdi/doxorubicin.html,,29400,22984,DNC000163
DB00998,Frovatriptan,158747-02-5,SmallMoleculeDrug,"","",77992,46506288,"",PA164754891,"","","","",13350,http://www.rxlist.com/cgi/generic3/frova.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/fro1622.shtml,Frovatriptan,http://www.drugs.com/cdi/frovatriptan.html,,70378,50073689,DAP000063
DB00999,Hydrochlorothiazide,58-93-5,SmallMoleculeDrug,"",D00340,3639,46504440,"",PA449899,"",,,,10234,http://www.rxlist.com/cgi/generic/hctz.htm,"",Hydrochlorothiazide,http://www.drugs.com/hctz.html,,,13076,DAP000750
DB01000,Cyclacillin,3485-14-1,SmallMoleculeDrug,C12766,D01334,19003,46508073,31444,PA164743456,"","","","","","","","","",,17941,,DAP001159
DB01001,Salbutamol,18559-94-9,SmallMoleculeDrug,"",D02147,2083,46505312,2549,PA448068,"","","","",2585; 2583,http://www.rxlist.com/cgi/generic/duoneb.htm,"",Salbutamol,"",,1999,25769,DNC000873
DB01002,Levobupivacaine,27262-47-1,SmallMoleculeDrug,C07887,"",92253,46505295,6149,PA164754741,"","","","","",http://www.rxlist.com/cgi/generic2/levobupivacaine.htm,"",Levobupivacaine,"",,83289,,DAP001233
DB01003,Cromoglicic acid,16110-51-3,SmallMoleculeDrug,C06928,D07753,2882,46504509,59773,PA449138,"","","","",11447,http://www.rxlist.com/cgi/generic/cromolyn.htm,"",Cromoglicate,"",,,,DAP000819
DB01004,Ganciclovir,82410-32-0,SmallMoleculeDrug,"",D00333,3454,46507294,465284,PA449733,GA2,"","","",135; 1238,http://www.rxlist.com/cgi/generic/vitrasert.htm,"",Ganciclovir,http://www.drugs.com/cdi/ganciclovir-implant.html,,,,DAP000645
DB01005,Hydroxyurea,127-07-1,SmallMoleculeDrug,C07044,D00341,3657,46506927,5816,PA449942,"",,,,10140,http://www.rxlist.com/cgi/generic2/hydroxyurea.htm,"",Hydroxyurea,http://www.drugs.com/cdi/hydroxyurea.html,,3530,,DAP000739
