Drug	Synonym	
Eribulin Mesylate	2-(3-Amino-2-hydroxypropyl)hexacosahydro-3-methoxy-26-methyl-20,27-bis(methylene)11,15-18,21-24,28-triepoxy-7,9-ethano-12,15-methano-9H,15H-furo(3,2-i)furo(2',3'-5,6)pyrano(4,3-b)(1,4)dioxacyclopentacosin-5-(4H)-one	
Eribulin Mesylate	ERIBULIN MESYLATE	
Rituximab	Rituximab Biosimilar RTXM83	
Rituximab	RTXM83	
Rituximab	Chimeric Anti-CD20 Antibody	
Rituximab	Monoclonal Antibody IDEC-C2B8	
Rituximab	Rituximab	
Rituximab	Rituxan	
Rituximab	IDEC-C2B8 Monoclonal Antibody	
Rituximab	C2B8 Monoclonal Antibody	
Rituximab	MabThera	
Rituximab	PF-05280586	
Rituximab	Rituximab Biosimilar PF-05280586	
Rituximab	Rituximab Biosimilar BI 695500	
Rituximab	IDEC-C2B8	
Rituximab	RITUXIMAB	
Rituximab	IDEC-102	
Rituximab	rituximab	
Rituximab	BI 695500	
Ifosfamide	Ifosfamidum	
Ifosfamide	Tronoxal	
Ifosfamide	Asta Z-4942	
Ifosfamide	Iso-Endoxan	
Ifosfamide	MJF 9325	
Ifosfamide	Holoxane	
Ifosfamide	IFO-Cell	
Ifosfamide	Asta Z 4942	
Ifosfamide	Ifex	
Ifosfamide	ifosfamide	
Ifosfamide	IFO	
Ifosfamide	3-(2-chloroethyl)-2-[(2-chloroethyl)amino]tetrahydro-2H-1,3,2-oxazaphosphorin-2-oxide	
Ifosfamide	IFX	
Ifosfamide	Iphosphamide	
Ifosfamide	Cyfos	
Ifosfamide	Iphosphamid	
Ifosfamide	Ifolem	
Ifosfamide	Ifosfamide	
Ifosfamide	Seromida	
Ifosfamide	Z 4942	
Ifosfamide	Holoxan	
Ifosfamide	Ifomide	
Ifosfamide	IFOSFAMIDE	
Ifosfamide	MJF-9325	
Ifosfamide	Ifomida	
Ifosfamide	N,3-bis(2-chloroethyl)tetrahydro-2H-1,3,2-oxazaphosphorin-2-amine 2-oxide	
Ifosfamide	Ifoxan	
Ifosfamide	Z-4942	
Ifosfamide	Isophosphamide	
Ifosfamide	2-oxo-N,3-bis-(2-chloroethyl) tetrahydro-2H-1,3,2-oxazaphosphorin- 2-amine	
Ifosfamide	Mitoxana	
Ifosfamide	Isoendoxan	
Ifosfamide	Naxamide	
Plerixafor	plerixafor	
Plerixafor	Plerixafor	
Plerixafor	1,1'-[1,4-Phenylenebis(methylene)]-bis-1,4,8,11-tetraazacyclotetradecane	
Plerixafor	AMD 3100	
Plerixafor	AMD3100	
Plerixafor	SDZ SID 791	
Plerixafor	Mozobil	
Plerixafor	JM-3100	
Plerixafor	PLERIXAFOR	
Busulfan	1,4-Di(methylsulfonyloxy)butane	
Busulfan	Glyzophrol	
Busulfan	Misulban	
Busulfan	Myelosan	
Busulfan	Mitosan	
Busulfan	Misulfan	
Busulfan	busulfan	
Busulfan	GT-41	
Busulfan	Sulfabutin	
Busulfan	Busulphan	
Busulfan	1,4-Butanediol Dimethylsulfonate	
Busulfan	Busulfan	
Busulfan	CB-2041	
Busulfan	Tetramethylene bis[methanesulfonate]	
Busulfan	GT 41	
Busulfan	BUS	
Busulfan	Myleran	
Busulfan	1,4-Bitanediol Dimethanesulfonate Esters	
Busulfan	Busulfex	
Busulfan	Methanesulfonic acid, tetramethylene ester	
Busulfan	CB 2041	
Busulfan	Tetramethylene Bis(methanesulfonate)	
Busulfan	1,4-Di(methanesulfonyloxy)butane	
Busulfan	Joacamine	
Busulfan	Myeleukon	
Busulfan	BUSULFAN	
Busulfan	Myeloleukon	
Busulfan	Mylecytan	
Busulfan	Bussulfam	
Busulfan	Methanesulfonic Acid Tetramethylene Ester	
Busulfan	Busulfanum	
Busulfan	1, 4-Bis[methanesulfonoxy]butane	
Busulfan	1,4-Bis(methanesulfonoxy)butane	
Busulfan	Mielucin	
Busulfan	WR-19508	
Lenalidomide	CC5013	
Lenalidomide	CDC 501	
Lenalidomide	CC-5013	
Lenalidomide	Lenalidomide	
Lenalidomide	3-(4-Amino-1-oxo-1,3-dihydro-2H-isoindol-2-yl)piperidine-2,6-dione	
Lenalidomide	LENALIDOMIDE	
Lenalidomide	lenalidomide	
Lenalidomide	Revlimid	
Pazopanib Hydrochloride	GW786034B	
Pazopanib Hydrochloride	PAZOPANIB	
Pazopanib Hydrochloride	GW786034	
Pazopanib Hydrochloride	Pazopanib Hydrochloride	
Pazopanib Hydrochloride	PAZOPANIB HYDROCHLORIDE	
Pazopanib Hydrochloride	Votrient	
Pazopanib Hydrochloride	pazopanib hydrochloride	
Pazopanib Hydrochloride	Pazopanib_Base	
Pazopanib Hydrochloride	5-((4-((2,3-Dimethyl-2h-Indazol-6-Yl)Methylamino)Pyrimidin-2-yl)Amino)-2-Methylbenzenesulfonamide Monohydrochloride	
Pazopanib Hydrochloride	Pazopanib	
Pazopanib Hydrochloride	Benzenesulfonamide, 5-((4-((2,3-dimethyl-2H-indazol-6-yl)methylamino)-2-pyrimidinyl)amino)-2-methyl-	
Ofatumumab	Arzerra	
Ofatumumab	HuMax-CD20	
Ofatumumab	OFATUMUMAB	
Ofatumumab	ofatumumab	
Ofatumumab	HuMax-CD20, 2F2	
Ofatumumab	Ofatumumab	
Ofatumumab	GSK1841157	
Megestrol Acetate	6-Dehydro-6-methyl-17.alpha.-acetoxyprogesterone	
Megestrol Acetate	Megestil	
Megestrol Acetate	BDH-1298	
Megestrol Acetate	6-Dehydro-6-methyl-17 alpha-acetoxyprogesterone	
Megestrol Acetate	Megestrol	
Megestrol Acetate	6-Methyl-6-dehydro-17.alpha.-acetoxyprogesterone	
Megestrol Acetate	Pallace	
Megestrol Acetate	Megace	
Megestrol Acetate	megestrol	
Megestrol Acetate	6-Methyl-delta-4,6-pregnadien-17 alpha-ol-3,20-dione Acetate	
Megestrol Acetate	Maygace	
Megestrol Acetate	17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate	
Megestrol Acetate	MEGESTROL	
Megestrol Acetate	SC-10363	
Megestrol Acetate	17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione Acetate	
Megestrol Acetate	17.alpha.-Acetoxy-6-methylpregna-4,6-diene-3,20-dione	
Megestrol Acetate	Pregna-4,6-diene-3,20-dione, 17-hydroxy-6-methyl-	
Megestrol Acetate	MEG	
Megestrol Acetate	Ovaban	
Megestrol Acetate	Niagestin	
Megestrol Acetate	17 Alpha-acetoxy-6-methylpregna-4,6-diene-3,20-dione	
Megestrol Acetate	Megestat	
Megestrol Acetate	(9beta,10alpha)-17-(Acetyloxy)-6-methylpregna-4,6-diene-3,20-dione	
Megestrol Acetate	Megestrol_Acetate	
Megestrol Acetate	BDH 1298	
Megestrol Acetate	MEGESTROL ACETATE	
Megestrol Acetate	Compound 5071	
Megestrol Acetate	Megestrol Acetate	
Capecitabine	CAPECITABINE	
Capecitabine	Xeloda	
Capecitabine	capecitabine	
Capecitabine	Capecitabine	
Capecitabine	5'-Deoxy-5-fluoro-N-[(pentyloxy)carbonyl]-cytidine	
Capecitabine	Ro 09-1978/000	
Leuprolide Acetate	Enantone	
Leuprolide Acetate	leuprolide acetate	
Leuprolide Acetate	Leuplin	
Leuprolide Acetate	Lucrin Depot	
Leuprolide Acetate	A-43818	
Leuprolide Acetate	Trenantone	
Leuprolide Acetate	Lupron Depot	
Leuprolide Acetate	Lupron Depot-3 Month	
Leuprolide Acetate	Leuprolide_Base	
Leuprolide Acetate	Abbott-43818	
Leuprolide Acetate	6-D-Leucine-9-(N-ethyl-L-prolinamide)-10-deglycinamide Luteinizing Hormone-Releasing Factor (Pig) Monoacetate	
Leuprolide Acetate	Enanton	
Leuprolide Acetate	Prostap	
Leuprolide Acetate	TAP-144	
Leuprolide Acetate	Ginecrin	
Leuprolide Acetate	6-D-Leucine-9-(N-ethyl-L-prolinamide)-1-9-luteinizing Hormone-releasing Factor (Pig)	
Leuprolide Acetate	Leuprolide Acetate	
Leuprolide Acetate	Eligard	
Leuprolide Acetate	Lupron	
Leuprolide Acetate	Enantone-Gyn	
Leuprolide Acetate	Procren	
Leuprolide Acetate	Leuprorelin	
Leuprolide Acetate	Procrin	
Leuprolide Acetate	Viadur	
Leuprolide Acetate	Leuprolide	
Leuprolide Acetate	6-D-Leucine-9-(N-ethyl-L-prolinamide)-1-9-luteinizing Hormone-releasing Factor (Pig) Monoacetate	
Leuprolide Acetate	LEUPROLIDE ACETATE	
Leuprolide Acetate	Carcinil	
Leuprolide Acetate	LEUPROLIDE	
Leuprolide Acetate	Lupron Depot-Ped	
Leuprolide Acetate	Lucrin	
Leuprolide Acetate	Abbott 43818	
Leuprolide Acetate	Leuprorelin Acetate	
Leuprolide Acetate	Lupron Depot-4 Month	
Leuprolide Acetate	Uno-Enantone	
Leuprolide Acetate	LEUP	
Leuprolide Acetate	leuprolide	
Leuprolide Acetate	6-D-Leucine-9-(N-ethyl-L-prolinamide)-10-deglycinamide Luteinizing Hormone-Releasing Factor (Pig)	
Leuprolide Acetate	Depo-Eligard	
Goserelin Acetate	GOSERELIN ACETATE	
Goserelin Acetate	goserelin	
Goserelin Acetate	Zoladex	
Goserelin Acetate	GOSERELIN	
Goserelin Acetate	ICI-118630	
Goserelin Acetate	Goserelin Acetate	
Goserelin Acetate	Goserelin	
Goserelin Acetate	6-[O-(1,1-Dimethylethyl)-D-serine]-10-deglycinamide Luteinizing Hormone-Releasing Factor (Pig) 2-(aminocarbonyl)hydrazide	
Goserelin Acetate	D-Ser(bu(t))(6)azgly(10)-LHRH Acetate	
Goserelin Acetate	Goserelin_Acetate	
Goserelin Acetate	ZDX	
Ruxolitinib Phosphate	RUXOLITINIB PHOSPHATE	
Ruxolitinib Phosphate	INCB18424	
Ruxolitinib Phosphate	INCB-18424	
Ruxolitinib Phosphate	RUXOLITINIB	
Ruxolitinib Phosphate	INCB-18424 Phosphate	
Ruxolitinib Phosphate	Ruxolitinib_Phosphate	
Ruxolitinib Phosphate	Ruxolitinib	
Ruxolitinib Phosphate	1H-Pyrazole-1-propanenitrile, beta-cyclopentyl-4-(7H-pyrrolo(2,3-d)pyrimidin-4-yl)-,(betaR)-, phosphate (1:1)	
Ruxolitinib Phosphate	Oral JAK Inhibitor INCB18424	
Ruxolitinib Phosphate	Oral_JAK_Inhibitor_INCB18424	
Ruxolitinib Phosphate	(3R)-3-cyclopentyl-3-(4-(7h-pyrrolo(2,3-d)pyrimidin-4-yl)pyrazol-1-yl)propanenitrile	
Ruxolitinib Phosphate	Ruxolitinib Phosphate	
Ruxolitinib Phosphate	(3R)-3-cyclopentyl-3-(4-(7h-pyrrolo(2,3-d)pyrimidin-4-yl)pyrazol-1-yl)propanenitrile Phosphate (1:1)	
Carmustine	Bis-Chloronitrosourea	
Carmustine	Carmustine	
Carmustine	N,N'-Bis(2-chloroethyl)-N-nitrosourea	
Carmustine	SK 27702	
Carmustine	Carmustinum	
Carmustine	Nitrumon	
Carmustine	Carmustin	
Carmustine	WR-139021	
Carmustine	1,3-Bis(2-chloroethyl)-1-nitrosourea	
Carmustine	Nitrourean	
Carmustine	Bis(chloroethyl) Nitrosourea	
Carmustine	carmustine	
Carmustine	BiCNU	
Carmustine	Becenun	
Carmustine	Gliadel	
Carmustine	1,3-Bis(beta-chloroethyl)-1-nitrosourea	
Carmustine	Becenum	
Carmustine	Carmubris	
Carmustine	SRI 1720	
Carmustine	BCNU	
Carmustine	CARMUSTINE	
Carmustine	N,N'-bis(2-chloroethyl)-N-nitrosourea	
Carmustine	FDA 0345	
Clofarabine	CLOFARABINE	
Clofarabine	Clofarex	
Clofarabine	clofarabine	
Clofarabine	2-Chloro-9-(2-deoxy-2-fluoroarabinofuranosyl)adenine	
Clofarabine	Clofarabine	
Clofarabine	Clolar	
Clofarabine	2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)-9H-purin-6-amine	
Daunorubicin Hydrochloride	Daunorubicin hydrochloride	
Daunorubicin Hydrochloride	L-lyxo-Hexopyranoside, 3beta-acetyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-10-metldioxo-1a-naphthacenyl 3-amino-2,3,6-trideoxy-,alpha-	
Daunorubicin Hydrochloride	daunomycin hydrochloride	
Daunorubicin Hydrochloride	Rubomycin C	
Daunorubicin Hydrochloride	(8S-cis)-8-Acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione	
Daunorubicin Hydrochloride	Daunorubicin Hydrochloride	
Daunorubicin Hydrochloride	RP-13057	
Daunorubicin Hydrochloride	DNR	
Daunorubicin Hydrochloride	L-lyxo-Hexopyranoside, 3beta-acetyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-10-metldioxo-1a-naphthacenyl 3-amino-2,3,6-trideoxy-,alpha-,hydrochloride	
Daunorubicin Hydrochloride	daunorubicin hydrochloride	
Daunorubicin Hydrochloride	DAUNORUBICIN	
Daunorubicin Hydrochloride	Daunorubicin	
Daunorubicin Hydrochloride	Rubilem	
Daunorubicin Hydrochloride	5,12-Naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, hydrochloride, (8S-cis)-(9CI)	
Daunorubicin Hydrochloride	Daunorubicini Hydrochloridum	
Daunorubicin Hydrochloride	Cloridrato de Daunorubicina	
Daunorubicin Hydrochloride	Daunomycin, hydrochloride	
Daunorubicin Hydrochloride	Daunoblastina	
Daunorubicin Hydrochloride	Cerubidine	
Daunorubicin Hydrochloride	Rubidomycin Hydrochloride	
Daunorubicin Hydrochloride	DAUNOMYCIN	
Daunorubicin Hydrochloride	Daunoblastine	
Daunorubicin Hydrochloride	5,12-Naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, (8S-cis)-	
Daunorubicin Hydrochloride	CERUBIDINE	
Daunorubicin Hydrochloride	Daunoblastin	
Daunorubicin Hydrochloride	Daunorubicin.HCl	
Daunorubicin Hydrochloride	Daunomycin	
Daunorubicin Hydrochloride	Daunomycin hydrochloride	
Daunorubicin Hydrochloride	5,12-Naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, (8S-cis)-, hydrochloride	
Daunorubicin Hydrochloride	Daunomycin Hydrochloride	
Daunorubicin Hydrochloride	daunorubicin	
Daunorubicin Hydrochloride	DAUNORUBICIN HYDROCHLORIDE	
Daunorubicin Hydrochloride	FI-6339	
Daunorubicin Hydrochloride	daunomycin	
Daunorubicin Hydrochloride	Rubidomycin	
Daunorubicin Hydrochloride	Ondena	
Daunorubicin Hydrochloride	Leukaemomycin C	
Daunorubicin Hydrochloride	RUBOMYCIN C	
Daunorubicin Hydrochloride	Daunorrubicina	
Daunorubicin Hydrochloride	Cerubidin	
Cyclophosphamide	2-[bis(2-chloroethyl)amino]tetrahydro-2H-1,3,2-oxazaphosphorine 2-oxide monohydrate	
Cyclophosphamide	bis(2-chloroethyl)phosphamide cyclic propanolamide ester monohydrate	
Cyclophosphamide	Cytophosphane	
Cyclophosphamide	N,N-bis(2-chloroethyl)-N',O-propylenephosphoric acid ester diamide monohydrate	
Cyclophosphamide	Bis(2-chloroethyl)phosphoramide cyclic propanolamide ester monohydrate	
Cyclophosphamide	CYCLOPHOSPHAMIDE	
Cyclophosphamide	Ciclofosfamida	
Cyclophosphamide	CTX	
Cyclophosphamide	Genuxal	
Cyclophosphamide	Cycloblastine	
Cyclophosphamide	Revimmune	
Cyclophosphamide	Cyclophosphan	
Cyclophosphamide	Cyclophospham	
Cyclophosphamide	N,N-bis(2-chloroethyl)tetrahydro-2H-1,3,2-oxazaphosphorin-2-amine 2-oxide monohydrate	
Cyclophosphamide	1-bis(2-chloroethyl)-amino-1-oxo-2-aza-5-oxaphosphoridin monohydrate	
Cyclophosphamide	Mitoxan	
Cyclophosphamide	Syklofosfamid	
Cyclophosphamide	2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate	
Cyclophosphamide	Fosfaseron	
Cyclophosphamide	Carloxan	
Cyclophosphamide	Cyclophosphamidum	
Cyclophosphamide	cyclophosphamide	
Cyclophosphamide	Cytophosphan	
Cyclophosphamide	Claphene	
Cyclophosphamide	(-)-Cyclophosphamide	
Cyclophosphamide	N,N-bis(2-chloroethyl)-N'-(3-hydroxypropyl)phosphorodiamidic acid intramolecular ester monohydrate	
Cyclophosphamide	Cyclophosphanum	
Cyclophosphamide	Clafen	
Cyclophosphamide	Cyclophosphane	
Cyclophosphamide	Cyclophosphamid monohydrate	
Cyclophosphamide	Cytoxan	
Cyclophosphamide	N,N-bis(beta-chloroethyl)-N',O-trimethylenephosphoric acid ester diamide monohydrate	
Cyclophosphamide	Cyclostin	
Cyclophosphamide	Ledoxina	
Cyclophosphamide	CP monohydrate	
Cyclophosphamide	Cicloxal	
Cyclophosphamide	Neosar	
Cyclophosphamide	Cyclophosphamide	
Cyclophosphamide	Genoxal	
Cyclophosphamide	N,N-bis(beta-chloroethyl)-N',O-propylenephosphoric acid ester diamide monohydrate	
Cyclophosphamide	Cycloblastin	
Cyclophosphamide	Cyclostine	
Cyclophosphamide	WR- 138719	
Cyclophosphamide	Ciclofosfamide	
Cyclophosphamide	2-[bis(b-chloroethyl)amino]-1-oxa-3-aza-2-phosphacyclohexane-2-oxide monohydrate	
Cyclophosphamide	N,N-bis(b-chloroethyl)-N',O-trimethylenephosphoric acid ester diamide monohydrate	
Cyclophosphamide	CYCLO-cell	
Cyclophosphamide	2-[di(chloroethyl)amino]-1-oxa-3-aza-2-phosphacyclohexane 2-oxide monohydrate	
Talimogene Laherparepvec	Talimogene Laherparepvec	
Talimogene Laherparepvec	OncoVEX GM-CSF	
Talimogene Laherparepvec	Imlygic	
Talimogene Laherparepvec	ICP34.5-, ICP47-deleted Herpes Simplex Virus 1 (HSV-1) Incorporating the Human GM-CSF Gene	
Talimogene Laherparepvec	GM-CSF-Encoding_Oncolytic_Herpes_Simplex_Virus_Vaccine	
Talimogene Laherparepvec	JS1 34.5-hGMCSF 47- pA-	
Talimogene Laherparepvec	T-VEC	
Talimogene Laherparepvec	TALIMOGENE LAHERPAREPVEC	
Peginterferon Alfa-2b	PEG Intron	
Peginterferon Alfa-2b	Polyethylene Glycol IFN-A2b	
Peginterferon Alfa-2b	PEG Interferon Alpha-2b	
Peginterferon Alfa-2b	PEGINTERFERON ALFA-2B	
Peginterferon Alfa-2b	PEG-IFN Alfa-2b	
Peginterferon Alfa-2b	PEG-Interferon_Alfa-2B	
Peginterferon Alfa-2b	Sylatron	
Peginterferon Alfa-2b	Pegylated Interferon Alpha-2b	
Peginterferon Alfa-2b	PEG-Interferon Alfa-2b	
Peginterferon Alfa-2b	Peginterferon Alfa-2b	
Peginterferon Alfa-2b	Polyethylene Glycol Interferon Alfa-2b	
Peginterferon Alfa-2b	PEG-Intron	
Peginterferon Alfa-2b	SCH 54031	
Peginterferon Alfa-2b	PEG-interferon alfa-2b	
Peginterferon Alfa-2b	PEG-IFN-a 2b	
Sipuleucel-T	sipuleucel-T	
Sipuleucel-T	APC8015_Vaccine	
Sipuleucel-T	APC8015	
Sipuleucel-T	PA2024 (PAP/GM-CSF)-Loaded Dendritic Cell Vaccine	
Sipuleucel-T	APC8015 Vaccine	
Sipuleucel-T	Sipuleucel-T	
Sipuleucel-T	Provenge	
Sipuleucel-T	SIPULEUCEL-T	
Tamoxifen Citrate	Estroxyn	
Tamoxifen Citrate	Genox	
Tamoxifen Citrate	TAM	
Tamoxifen Citrate	(Z)-2-[4-(1,2-Diphenyl-1-butenyl)phenoxy]-N,N-dimethylethanamine 2-Hydroxy-1,2,3-propanetricarboxylate	
Tamoxifen Citrate	Tamifen	
Tamoxifen Citrate	Tamofen	
Tamoxifen Citrate	TAMOXIFEN	
Tamoxifen Citrate	TAMOXIFEN CITRATE	
Tamoxifen Citrate	Tamoxasta	
Tamoxifen Citrate	Clonoxifen	
Tamoxifen Citrate	Oestrifen	
Tamoxifen Citrate	Kessar	
Tamoxifen Citrate	Gen-Tamoxifen	
Tamoxifen Citrate	tamoxifen citrate	
Tamoxifen Citrate	Ledertam	
Tamoxifen Citrate	Nourytam	
Tamoxifen Citrate	Tamoxifen Citrate	
Tamoxifen Citrate	Tamoxifen_Base	
Tamoxifen Citrate	Apo-Tamox	
Tamoxifen Citrate	Ebefen	
Tamoxifen Citrate	Noxitem	
Tamoxifen Citrate	Fentamox	
Tamoxifen Citrate	ICI 46,474	
Tamoxifen Citrate	Nolvadex-D	
Tamoxifen Citrate	1-p-beta-dimethylamino-ethoxyphenyl-trans-1,2-diphenylbut-1-ene	
Tamoxifen Citrate	Dignotamoxi	
Tamoxifen Citrate	Emblon	
Tamoxifen Citrate	Tamizam	
Tamoxifen Citrate	tamoxifen	
Tamoxifen Citrate	Jenoxifen	
Tamoxifen Citrate	Tamaxin	
Tamoxifen Citrate	Nolvadex	
Tamoxifen Citrate	Lesporene	
Tamoxifen Citrate	Novo-Tamoxifen	
Tamoxifen Citrate	(Z)-2-[4-(1,2-diphenyl-1-butenyl)phenoxy]-N,N-dimethylethanamine citrate	
Tamoxifen Citrate	ICI-46474	
Tamoxifen Citrate	Soltamox	
Tamoxifen Citrate	Tamoxifen citrate	
Tamoxifen Citrate	Tamoxifeni Citras	
Tamoxifen Citrate	PMS-Tamoxifen	
Tamoxifen Citrate	Tamoxifen	
Tamoxifen Citrate	1-p-beta-dimethylamino-ethoxyphenyl-trans-1,2-diphenylbut-1-ene Citrate	
Tamoxifen Citrate	Nolgen	
Tamoxifen Citrate	Novofen	
Tamoxifen Citrate	Tamax	
Tamoxifen Citrate	Noltam	
Tamoxifen Citrate	Oncotam	
Tamoxifen Citrate	Zemide	
Sunitinib Malate	Sutent	
Sunitinib Malate	sunitinib	
Sunitinib Malate	Sunitinib	
Sunitinib Malate	Sunitinib Malate	
Sunitinib Malate	SUNITINIB	
Sunitinib Malate	SUNITINIB MALATE	
Sunitinib Malate	1H-Pyrrole-3-carboxamide, N-(2-(diethylamino)ethyl)-5-((Z)-(5-fluoro-1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl)-2,4-dimethyl-	
Sunitinib Malate	sunitinib malate	
Sunitinib Malate	SU011248	
Sunitinib Malate	SU11248	
Sunitinib Malate	Butanedioic acid, hydroxy-, (2S)-, compd. with N-(2-(diethylamino)ethyl)-5-((Z)-(5-fluoro-1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl)-2,4-dimethyl-1H-pyrrole-3-carboxamide (1:1)	
Olaparib	OLAPARIB	
Olaparib	olaparib	
Olaparib	PARP_Inhibitor_AZD2281	
Olaparib	Olaparib	
Olaparib	AZD2281	
Olaparib	KU-0059436	
Olaparib	PARP Inhibitor AZD2281	
Olaparib	Lynparza	
Olaparib	PARP inhibitor AZD2281	
Arsenic Trioxide	Arsenous Acid Anhydride	
Arsenic Trioxide	Trisenox	
Arsenic Trioxide	White Arsenic	
Arsenic Trioxide	Arsenic Trioxide	
Arsenic Trioxide	Arsenous Acid	
Arsenic Trioxide	Arsenic	
Arsenic Trioxide	arsenic trioxide	
Arsenic Trioxide	Arsenic (III) Oxide	
Arsenic Trioxide	arsenic	
Arsenic Trioxide	Dietary_Arsenic	
Arsenic Trioxide	Arsenous Oxide	
Arsenic Trioxide	ARSENIC TRIOXIDE	
Arsenic Trioxide	ARSENIC	
Arsenic Trioxide	As	
Arsenic Trioxide	Arsenic Sesquioxide	
Arsenic Trioxide	Dietary Arsenic	
Arsenic Trioxide	Arsenic_Trioxide	
Bexarotene	bexarotene	
Bexarotene	Bexarotene	
Bexarotene	Targretin	
Bexarotene	4-[1-(5,6,7,8-Tetrahydro-3,5,5,8,8-pentamethyl-2-naphthalenyl)ethenyl]benzoic Acid	
Bexarotene	BEXAROTENE	
Bexarotene	LGD1069	
Bexarotene	3-methyl TTNEB	
Gefitinib	GEFITINIB	
Gefitinib	Iressa	
Gefitinib	N-(3-chloro-4-fluorophenyl)-7-methoxy-6-[3-(4-morpholin) propoxy]-4-quinazolinamine	
Gefitinib	ZD 1839	
Gefitinib	gefitinib	
Gefitinib	Gefitinib	
Gefitinib	4-(3'-Chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline	
Gefitinib	ZD1839	
Cabazitaxel	Jevtana	
Cabazitaxel	1-hydroxy-7beta,10beta-dimethoxy-9-oxo-5beta,20-epoxytax-11-ene-2alpha,4,13alpha-triyl 4-acetate 2-benzoate 13-[(2R,3S)-3-{[(tertbutoxy)carbonyl]amino}-2-hydroxy-3-phenylpropanoate]	
Cabazitaxel	taxoid XRP6258	
Cabazitaxel	CABAZITAXEL	
Cabazitaxel	XRP6258	
Cabazitaxel	Taxoid XRP6258	
Cabazitaxel	cabazitaxel	
Cabazitaxel	XRP-6258	
Cabazitaxel	RPR-116258A	
Cabazitaxel	Cabazitaxel	
Everolimus	RAD 001	
Everolimus	everolimus	
Everolimus	EVEROLIMUS	
Everolimus	(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-Dihydroxy-12-((1R)-2-((1S,3R,4R)-4-(2-hydroxyethoxy)-3-methoxycyclohexyl)-1-methylethyl)-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo(30.3.1.04,9)hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentaone	
Everolimus	42-O-(2-Hydroxy)ethyl Rapamycin	
Everolimus	Certican	
Everolimus	Afinitor	
Everolimus	RAD001	
Everolimus	Everolimus	
Fludarabine Phosphate	Fludarabine-5'-Monophosphate	
Fludarabine Phosphate	Fludarabine Phosphate	
Fludarabine Phosphate	9H-Purin-6-amine, 2-fluoro-9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-	
Fludarabine Phosphate	Fludara	
Fludarabine Phosphate	9-Beta-D-arabinofuranosyl-2-fluoro-9H-purin-6-amine	
Fludarabine Phosphate	Oforta	
Fludarabine Phosphate	Beneflur	
Fludarabine Phosphate	Fluradosa	
Fludarabine Phosphate	9-Beta-D-arabinofuranosyl-2-fluoroadenine	
Fludarabine Phosphate	FLUDARABINE	
Fludarabine Phosphate	SH T 586	
Fludarabine Phosphate	Fludarabine_Phosphate	
Fludarabine Phosphate	Fludarabine	
Fludarabine Phosphate	2-F-ara-AMP	
Fludarabine Phosphate	9H-purin-6-amine, 2-fluoro-9-(5-O-phosphono-beta-D-arabinofuranosyl)	
Fludarabine Phosphate	fludarabine phosphate	
Fludarabine Phosphate	fludarabine	
Fludarabine Phosphate	FLUDARABINE PHOSPHATE	
Fludarabine Phosphate	2-Fluoro-9-beta-arabinofuranosyladenine	
Fludarabine Phosphate	2-Fluorovidarabine	
Flutamide	Flutaplex	
Flutamide	Prostica	
Flutamide	flutamide	
Flutamide	Cytomid	
Flutamide	FLUT	
Flutamide	Apimid	
Flutamide	Propanamide, 2-Methyl-N-(4-nitro-3-(trifluoromethyl)phenyl)-	
Flutamide	Drogenil	
Flutamide	FLUTAMIDE	
Flutamide	Flucinom	
Flutamide	Eulexine	
Flutamide	Tecnoflut	
Flutamide	Flutamex	
Flutamide	Cebatrol	
Flutamide	Flutabene	
Flutamide	Niftolide	
Flutamide	Euflex	
Flutamide	Flucinome	
Flutamide	Profamid	
Flutamide	Fugerel	
