Ligand id,Name,Species,Type,Approved,Withdrawn,Labelled,Radioactive,PubChem SID,PubChem CID,UniProt id,IUPAC name,INN,Synonyms,SMILES,InChIKey,InChI
7205,isoetarine,,Synthetic organic,yes,,,,178103780,3762,,"4-{1-hydroxy-2-[(propan-2-yl)amino]butyl}benzene-1,2-diol",isoetarine,Bronkometer&reg;|Bronkosol&reg;|WIN-3406,CCC(C(c1ccc(c(c1)O)O)O)NC(C)C,HUYWAWARQUIQLE-UHFFFAOYSA-N,"InChI=1S/C13H21NO3/c1-4-10(14-8(2)3)13(17)9-5-6-11(15)12(16)7-9/h5-8,10,13-17H,4H2,1-3H3"
7980,isoferulic acid,,Synthetic organic,,,,,252166475,736186,,3-(3-hydroxy-4-methoxyphenyl)prop-2-enoic acid,,,COc1ccc(cc1O)/C=C/C(=O)O,QURCVMIEKCOAJU-HWKANZROSA-N,"InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+"
2505,isoflurane,,Metabolite,yes,,,,53801075,3763,,"2-Chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane",isoflurane,Forane&reg;,FC(OC(C(F)(F)F)Cl)F,PIWKPBJCKXDKJR-UHFFFAOYSA-N,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H"
5991,isogranulatimide,,Synthetic organic,,,,,178102613,6419741,,"2,4,9,19-tetraazapentacyclo[10.7.0.0^{2,6}.0^{7,11}.0^{13,18}]nonadeca-1(12),3,5,7(11),13,15,17-heptaene-8,10-dione",,IZA|pyridone 6,O=c1[nH]c(=O)c2c1c1c3ccccc3[nH]c1n1c2cnc1,WXUJAQBSBZLVEV-UHFFFAOYSA-N,"InChI=1S/C15H8N4O2/c20-14-11-9-5-16-6-19(9)13-10(12(11)15(21)18-14)7-3-1-2-4-8(7)17-13/h1-6,17H,(H,18,20,21)"
4226,isoguvacine,,Synthetic organic,,,,,178101043,3765,,"1,2,3,6-tetrahydropyridine-4-carboxylic acid",,,OC(=O)C1=CCNCC1,KRVDMABBKYMBHG-UHFFFAOYSA-N,"InChI=1S/C6H9NO2/c8-6(9)5-1-3-7-4-2-5/h1,7H,2-4H2,(H,8,9)"
4227,isonipecotic acid,,Synthetic organic,,,,,178101044,3773,,piperidine-4-carboxylic acid,,,OC(=O)C1CCNCC1,SRJOCJYGOFTFLH-UHFFFAOYSA-N,"InChI=1S/C6H11NO2/c8-6(9)5-1-3-7-4-2-5/h5,7H,1-4H2,(H,8,9)"
3048,isopentenyl diphosphate,,Metabolite,,,,,135651495,1195,,3-methylbut-3-enyl phosphono hydrogen phosphate,,IPP|IPPP|isopentenyl pyrophosphate,CC(=C)CCOP(=O)(OP(=O)(O)O)O,NUHSROFQTUXZQQ-UHFFFAOYSA-N,"InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h1,3-4H2,2H3,(H,9,10)(H2,6,7,8)"
536,isoprenaline,,Synthetic organic,yes,,,,135650431,3779,,"4-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol",isoprenaline,isoproterenol|Isuprel&reg;|Medihaler-Iso&reg;,CC(NCC(c1ccc(c(c1)O)O)O)C,JWZZKOKVBUJMES-UHFFFAOYSA-N,"InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-4-9(13)10(14)5-8/h3-5,7,11-15H,6H2,1-2H3"
1041,isopropylureido-FLFLF,,Peptide,,,,,135652216,,,,,,,,
2462,isopulegol,,Synthetic organic,,,,,135650123,170833,,"(1R,2S,5R)-5-methyl-2-prop-1-en-2-ylcyclohexan-1-ol",,coolact P,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,ZYTMANIQRDEHIO-KXUCPTDWSA-N,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h8-11H,1,4-6H2,2-3H3/t8-,9+,10-/m1/s1"
7051,isosorbide dinitrate,,Synthetic organic,yes,,,,178103630,6883,,"[(3S,3aS,6R,6aS)-6-nitrooxy-2,3,3a,5,6,6a-hexahydrofuro[2,3-d]furan-3-yl] nitrate",isosorbide dinitrate,Dilatrate-Sr&reg;|ISDN|Isordil&reg;,[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-],MOYKHGMNXAOIAT-JGWLITMVSA-N,"InChI=1S/C6H8N2O8/c9-7(10)15-3-1-13-6-4(16-8(11)12)2-14-5(3)6/h3-6H,1-2H2/t3-,4+,5-,6-/m1/s1"
7052,isosorbide mononitrate,,Synthetic organic,yes,,,,178103631,27661,,"[(3R,3aS,6S,6aR)-6-hydroxy-2,3,3a,5,6,6a-hexahydrofuro[2,3-d]furan-3-yl] nitrate",isosorbide mononitrate,AHR-4698|BM-22-145|Imdur&reg;|IS-5-MN|Monosorb&reg;,[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,YWXYYJSYQOXTPL-SLPGGIOYSA-N,"InChI=1S/C6H9NO6/c8-3-1-11-6-4(13-7(9)10)2-12-5(3)6/h3-6,8H,1-2H2/t3-,4+,5+,6+/m0/s1"
2900,isothiourea-1a,,Synthetic organic,,,,,135650432,11176403,,"N,N'-dicyclohexyl({5H,6H-imidazo[2,1-b][1,3]thiazol-3-ylmethyl}sulfanyl)methanimidamide",,IT1a,C1CCC(CC1)N/C(=N/C1CCCCC1)/SCc1csc2=NCCn12,ZEZPDHKACVMMCD-UHFFFAOYSA-N,"InChI=1S/C19H30N4S2/c1-3-7-15(8-4-1)21-18(22-16-9-5-2-6-10-16)24-13-17-14-25-19-20-11-12-23(17)19/h14-16H,1-13H2,(H,21,22)"
2899,isothiourea-1t,,Synthetic organic,,,,,135650433,25147749,,"6-dimethyl-5H,6H-imidazo[2,1-b][1,3]thiazol-3-yl}methyl)sulfanyl]methanimidamide",,IT1t,CC1(C)N=c2n(C1)c(cs2)CS/C(=N\C1CCCCC1)/NC1CCCCC1,OOSUDWRRWZVFEB-UHFFFAOYSA-N,"InChI=1S/C21H34N4S2/c1-21(2)15-25-18(14-27-20(25)24-21)13-26-19(22-16-9-5-3-6-10-16)23-17-11-7-4-8-12-17/h14,16-17H,3-13,15H2,1-2H3,(H,22,23)"
7600,isotretinoin,,Synthetic organic,yes,,,,223365935,5282379,,"(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraenoic acid",isotretinoin,13-cis retinoic acid,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14-"
6287,isovelleral,,Synthetic organic,,,,,178102907,37839,,"(1aS,3aS,6aS,6bR)-5,5,6b-trimethyl-3a,4,6, 6a-tetrahydro-1H-cyclopropa[e]indene-1a,2-dicarbaldehyde",,(+)-isovelleral|iso-velleral,O=CC1=C[C@@H]2CC(C[C@@H]2[C@@]2([C@@]1(C=O)C2)C)(C)C,PJAAESPGJOSQGZ-DZGBDDFRSA-N,"InChI=1S/C15H20O2/c1-13(2)5-10-4-11(7-16)15(9-17)8-14(15,3)12(10)6-13/h4,7,9-10,12H,5-6,8H2,1-3H3/t10-,12+,14-,15-/m1/s1"
7527,isoxazole azepine compound 3,,Synthetic organic,,,,,187051828,57345400,,,,,NC(=O)C[C@@H]1N=C(c2ccc(cc2)Cl)c2c(c3c1onc3C)sc(c2C)C,DRSQZZRFHBWKKZ-AWEZNQCLSA-N,"InChI=1S/C20H18ClN3O2S/c1-9-11(3)27-20-16(9)18(12-4-6-13(21)7-5-12)23-14(8-15(22)25)19-17(20)10(2)24-26-19/h4-7,14H,8H2,1-3H3,(H2,22,25)/t14-/m0/s1"
4488,isradipine,,Synthetic organic,yes,,,,178101216,3784,,"O5-methyl O3-propan-2-yl 4-(2,1,3-benzoxadiazol-7-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",isradipine,(&plusmn;)-isradipine|DynaCirc&reg;|PN-200-110|Prescal&reg;,COC(=O)C1=C(C)NC(=C(C1c1cccc2c1non2)C(=O)OC(C)C)C,HMJIYCCIJYRONP-UHFFFAOYSA-N,"InChI=1S/C19H21N3O5/c1-9(2)26-19(24)15-11(4)20-10(3)14(18(23)25-5)16(15)12-7-6-8-13-17(12)22-27-21-13/h6-9,16,20H,1-5H3"
2513,(+)-isradipine,,Synthetic organic,,,,,135650434,158617,,"O5-methyl O3-propan-2-yl (4S)-4-(2,1,3-benzoxadiazol-7-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",isradipine,(+)-PN 200-110|(+-)-isradipine|PN200-110,COC(=O)C1=C(C)NC(=C([C@H]1c1cccc2c1non2)C(=O)OC(C)C)C,HMJIYCCIJYRONP-INIZCTEOSA-N,"InChI=1S/C19H21N3O5/c1-9(2)26-19(24)15-11(4)20-10(3)14(18(23)25-5)16(15)12-7-6-8-13-17(12)22-27-21-13/h6-9,16,20H,1-5H3/t16-/m0/s1"
1857,israpafant,,Synthetic organic,,,,,135651337,119175,,"7-(2-chlorophenyl)-9,13-dimethyl-4-{2-[4-(2-methylpropyl)phenyl]ethyl}-3-thia-1,8,11,12-tetraazatricyclo[8.3.0.0^{2,6}]trideca-2(6),4,7,10,12-pentaene",israpafant,Y 24180|Y-24180,CC(Cc1ccc(cc1)CCc1sc2c(c1)C(=NC(c1n2c(C)nn1)C)c1ccccc1Cl)C,RMSWMRJVUJSDGN-UHFFFAOYSA-N,"InChI=1S/C28H29ClN4S/c1-17(2)15-21-11-9-20(10-12-21)13-14-22-16-24-26(23-7-5-6-8-25(23)29)30-18(3)27-32-31-19(4)33(27)28(24)34-22/h5-12,16-18H,13-15H2,1-4H3"
5608,istradefylline,,Synthetic organic,yes,,,,178102242,5311037,,"8-[(E)-2-(3,4-dimethoxyphenyl)ethenyl]-1,3-diethyl-7-methylpurine-2,6-dione",istradefylline,KW-6002|KW6002,COc1cc(/C=C/c2nc3c(n2C)c(=O)n(c(=O)n3CC)CC)ccc1OC,IQVRBWUUXZMOPW-PKNBQFBNSA-N,"InChI=1S/C20H24N4O4/c1-6-23-18-17(19(25)24(7-2)20(23)26)22(3)16(21-18)11-9-13-8-10-14(27-4)15(12-13)28-5/h8-12H,6-7H2,1-5H3/b11-9+"
5812,[<i><sup>t</sup></i>Bu-D-Gly<sup>5</sup>]NPS,,Peptide,,,,,178102437,,,,,,,,
1743,ITP,,Metabolite,,,,,135651496,8583,,"[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methyl (hydroxy-phosphonooxyphosphoryl) hydrogen phosphate",,inosine triphosphate,O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(O)O)O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]cnc2=O,HAEJPQIATWHALX-KQYNXXCUSA-N,"InChI=1S/C10H15N4O14P3/c15-6-4(1-25-30(21,22)28-31(23,24)27-29(18,19)20)26-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,21,22)(H,23,24)(H,11,12,17)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1"
6499,<i>trans</i>-2-methylcrotonic acid,,Synthetic organic,,,,,178103113,125468,,2-methylbut-2-enoic acid,,tiglic acid,C/C(=C\C)/C(=O)O,UIERETOOQGIECD-ONEGZZNKSA-N,"InChI=1S/C5H8O2/c1-3-4(2)5(6)7/h3H,1-2H3,(H,6,7)/b4-3+"
4099,<i>trans</i>-3-ACPBPA,,Synthetic organic,,,,,178100922,11629817,,"[(1R,3R)-3-aminocyclopentyl](butyl)phosphinic acid",,,CCCCP(=O)([C@@H]1CC[C@H](C1)N)O,UQGQAMARAMOEID-RKDXNWHRSA-N,"InChI=1S/C9H20NO2P/c1-2-3-6-13(11,12)9-5-4-8(10)7-9/h8-9H,2-7,10H2,1H3,(H,11,12)/t8-,9-/m1/s1"
968,<i>trans</i>-flupenthixol,,Synthetic organic,,,,,135651274,5281878,,2-[4-[3-[2-(trifluoromethyl)thioxanthen-9-ylidene]propyl]piperazin-1-yl]ethanol,flupentixol,(E)-flupenthixol|beta-flupenthixol|flupentixol hydrochloride|trans-(E)-flupentixol,OCCN1CCN(CC1)CC/C=C/1\c2ccccc2Sc2c1cc(cc2)C(F)(F)F,NJMYODHXAKYRHW-BLLMUTORSA-N,"InChI=1S/C23H25F3N2OS/c24-23(25,26)17-7-8-22-20(16-17)18(19-4-1-2-6-21(19)30-22)5-3-9-27-10-12-28(13-11-27)14-15-29/h1-2,4-8,16,29H,3,9-15H2/b18-5+"
1212,(-)-<i>trans</i>-H<sub>2</sub>-PAT,,Synthetic organic,,,,,135650435,10015055,,"(2R,4S)-N,N-dimethyl-4-phenyl-1,2,3,4-tetrahydronaphthalen-2-amine",,H2-Pat,CN([C@H]1Cc2ccccc2[C@@H](C1)c1ccccc1)C,DXJUCAUQIHNOAF-WMZOPIPTSA-N,"InChI=1S/C18H21N/c1-19(2)16-12-15-10-6-7-11-17(15)18(13-16)14-8-4-3-5-9-14/h3-11,16,18H,12-13H2,1-2H3/t16-,18-/m0/s1"
1209,(+)-<i>trans</i>-H<sub>2</sub>-PAT,,Synthetic organic,,,,,135650436,10106214,,"(2S,4R)-N,N-dimethyl-4-phenyl-1,2,3,4-tetrahydronaphthalen-2-amine",,,CN([C@@H]1Cc2ccccc2[C@H](C1)c1ccccc1)C,DXJUCAUQIHNOAF-SJLPKXTDSA-N,"InChI=1S/C18H21N/c1-19(2)16-12-15-10-6-7-11-17(15)18(13-16)14-8-4-3-5-9-14/h3-11,16,18H,12-13H2,1-2H3/t16-,18-/m1/s1"
909,itriglumide,,Synthetic organic,,,,,135650437,6604121,,"(3R)-5-[[2-(8-azaspiro[4.5]decane-8-carbonyl)-4,6-dimethylphenyl]amino]-3-naphthalen-1-yl-5-oxopentanoic acid",itriglumide,CR-2945,OC(=O)C[C@H](c1cccc2c1cccc2)CC(=O)Nc1c(C)cc(cc1C(=O)N1CCC2(CC1)CCCC2)C,MFOOVZCXWVAWOV-RUZDIDTESA-N,"InChI=1S/C33H38N2O4/c1-22-18-23(2)31(28(19-22)32(39)35-16-14-33(15-17-35)12-5-6-13-33)34-29(36)20-25(21-30(37)38)27-11-7-9-24-8-3-4-10-26(24)27/h3-4,7-11,18-19,25H,5-6,12-17,20-21H2,1-2H3,(H,34,36)(H,37,38)/t25-/m1/s1"
3854,iturelix,,Peptide,,,,,178100693,16130938,,,iturelix,antide|D 21074|ORF 23541,OC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(=O)N)C)CCCCNC(C)C)CC(C)C)CCCCNC(=O)c1cccnc1)CCCCNC(=O)c1cccnc1)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](Cc1ccc2c(c1)cccc2)NC(=O)C)Cc1ccc(cc1)Cl)Cc1cccnc1,QRYFGTULTGLGHU-NBERXCRTSA-N,"InChI=1S/C82H108ClN17O14/c1-50(2)41-65(76(108)95-64(26-11-12-37-88-51(3)4)82(114)100-40-18-27-70(100)81(113)91-52(5)71(84)103)96-75(107)63(25-10-14-39-90-73(105)60-23-17-36-87-48-60)93-74(106)62(24-9-13-38-89-72(104)59-22-16-35-86-47-59)94-80(112)69(49-101)99-79(111)68(45-56-19-15-34-85-46-56)98-78(110)67(43-54-29-32-61(83)33-30-54)97-77(109)66(92-53(6)102)44-55-28-31-57-20-7-8-21-58(57)42-55/h7-8,15-17,19-23,28-36,42,46-48,50-52,62-70,88,101H,9-14,18,24-27,37-41,43-45,49H2,1-6H3,(H2,84,103)(H,89,104)(H,90,105)(H,91,113)(H,92,102)(H,93,106)(H,94,112)(H,95,108)(H,96,107)(H,97,109)(H,98,110)(H,99,111)/t52-,62+,63-,64+,65+,66-,67-,68-,69+,70+/m1/s1"
8880,IU1,,Synthetic organic,,,,,252827537,675434,,"1-[1-(4-fluorophenyl)-2,5-dimethylpyrrol-3-yl]-2-pyrrolidin-1-ylethanone",,,Fc1ccc(cc1)n1c(C)cc(c1C)C(=O)CN1CCCC1,JUWDSDKJBMFLHE-UHFFFAOYSA-N,"InChI=1S/C18H21FN2O/c1-13-11-17(18(22)12-20-9-3-4-10-20)14(2)21(13)16-7-5-15(19)6-8-16/h5-8,11H,3-4,9-10,12H2,1-2H3"
2357,ivabradine,,Synthetic organic,yes,,,,135650438,132999,,"3-[3-[[(8S)-3,4-dimethoxy-8-bicyclo[4.2.0]octa-1,3,5-trienyl]methyl-methylamino]propyl]-7,8-dimethoxy-2,5-dihydro-1H-3-benzazepin-4-one",ivabradine,Corlanor&reg;|Corlentor&reg;|Procoralan&reg;|S-16257,COc1cc2C[C@@H](c2cc1OC)CN(CCCN1CCc2c(CC1=O)cc(c(c2)OC)OC)C,ACRHBAYQBXXRTO-OAQYLSRUSA-N,"InChI=1S/C27H36N2O5/c1-28(17-21-11-20-14-25(33-4)26(34-5)16-22(20)21)8-6-9-29-10-7-18-12-23(31-2)24(32-3)13-19(18)15-27(29)30/h12-14,16,21H,6-11,15,17H2,1-5H3/t21-/m1/s1"
4342,ivacaftor,,Synthetic organic,yes,,,,178101159,16220172,,"N-(2,4-di-tert-butyl-5-hydroxyphenyl)-4-oxo-1,4-dihydroquinoline-3-carboxamide",ivacaftor,Kalydeco&reg;|VX-770,O=C(c1c[nH]c2c(c1=O)cccc2)Nc1cc(O)c(cc1C(C)(C)C)C(C)(C)C,PURKAOJPTOLRMP-UHFFFAOYSA-N,"InChI=1S/C24H28N2O3/c1-23(2,3)16-11-17(24(4,5)6)20(27)12-19(16)26-22(29)15-13-25-18-10-8-7-9-14(18)21(15)28/h7-13,27H,1-6H3,(H,25,28)(H,26,29)"
2373,ivermectin,,Synthetic organic,yes,,,,135650439,6427057,,"(1'R,2R,4'S,10'E,14'E,16'E,21'R)-6-(butan-2-yl)-21',24'-dihydroxy-12'-{[(2R,4S,6S)-5-{[(2S,4S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy}-4-methoxy-6-methyloxan-2-yl]oxy}-5,11',13',22'-tetramethyl-3',7',19'-trioxaspiro[oxane-2,6'-tetracyclo[15.6.1.1^{4,8}.0^{20,24}]pentacosane]-10',14',16',22'-tetraen-2'-one",ivermectin,Heartgard&reg;|ivermectin B<sub>1a</sub>|MK-933|Sklice&reg;|Soolantra&reg;,CO[C@H]1C[C@H](OC2C(C)/C=C/C=C/3\COC4C3(O)[C@@H](C=C([C@H]4O)C)C(=O)O[C@H]3CC(C/C=C/2\C)O[C@]2(C3)CCC(C(O2)C(CC)C)C)O[C@H](C1O[C@H]1C[C@H](OC)C([C@@H](O1)C)O)C,AZSNMRSAGSSBNP-ZLRQRZFZSA-N,"InChI=1S/C48H74O14/c1-11-25(2)43-28(5)17-18-47(62-43)23-34-20-33(61-47)16-15-27(4)42(26(3)13-12-14-32-24-55-45-40(49)29(6)19-35(46(51)58-34)48(32,45)52)59-39-22-37(54-10)44(31(8)57-39)60-38-21-36(53-9)41(50)30(7)56-38/h12-15,19,25-26,28,30-31,33-45,49-50,52H,11,16-18,20-24H2,1-10H3/b13-12+,27-15+,32-14+/t25?,26?,28?,30-,31-,33?,34-,35-,36-,37-,38-,39-,40+,41?,42?,43?,44?,45?,47+,48?/m0/s1"
6824,ixabepilone,,Synthetic organic,yes,,,,178103430,6445540,,"(1R,5S,6S,7R,10S,14S,16S)-6,10-dihydroxy-1,5,7,9,9-pentamethyl-14-[(E)-1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl]-17-oxa-13-azabicyclo[14.1.0]heptadecane-8,12-dione",ixabepilone,azaepothilone B|BMS 247550-1|BMS-247550|BMS-247550-01|Ixempra&reg;,O=C1N[C@@H](C[C@@H]2O[C@]2(C)CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](C1)O)(C)C)C)O)C)/C(=C/c1csc(n1)C)/C,FABUFPQFXZVHFB-PVYNADRNSA-N,"InChI=1S/C27H42N2O5S/c1-15-9-8-10-27(7)22(34-27)12-20(16(2)11-19-14-35-18(4)28-19)29-23(31)13-21(30)26(5,6)25(33)17(3)24(15)32/h11,14-15,17,20-22,24,30,32H,8-10,12-13H2,1-7H3,(H,29,31)/b16-11+/t15-,17+,20-,21-,22-,24-,27+/m0/s1"
8450,ixazomib,,Synthetic organic,yes,,,,252166660,25183872,,"[(1R)-1-[[2-[(2,5-dichlorobenzoyl)amino]acetyl]amino]-3-methylbutyl]boronic acid",ixazomib,MLN-2238|MLN2238|Ninlaro&reg;,OB([C@@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)CC(C)C)O,MXAYKZJJDUDWDS-LBPRGKRZSA-N,"InChI=1S/C14H19BCl2N2O4/c1-8(2)5-12(15(22)23)19-13(20)7-18-14(21)10-6-9(16)3-4-11(10)17/h3-4,6,8,12,22-23H,5,7H2,1-2H3,(H,18,21)(H,19,20)/t12-/m0/s1"
7541,ixekizumab,,Antibody,yes,,,,187051842,,,,ixekizumab,LY-2439821|Taltz&reg;,,,
3070,J-104118,,Synthetic organic,,,,,135650440,10460101,,"(2S)-2-({[(2S,3S)-4-(3,4-dichlorophenyl)-3-(3-fluoro-4-phenylphenyl)butan-2-yl]carbamoyl}methyl)butanedioic acid",,J 104118,O=C(C[C@H](C(=O)O)CC(=O)O)N[C@H]([C@H](c1ccc(c(c1)F)c1ccccc1)Cc1ccc(c(c1)Cl)Cl)C,NBRLADMQSZWKGO-XUEUYAKLSA-N,"InChI=1S/C28H26Cl2FNO5/c1-16(32-26(33)14-20(28(36)37)15-27(34)35)22(11-17-7-10-23(29)24(30)12-17)19-8-9-21(25(31)13-19)18-5-3-2-4-6-18/h2-10,12-13,16,20,22H,11,14-15H2,1H3,(H,32,33)(H,34,35)(H,36,37)/t16-,20-,22+/m0/s1"
3110,J-104123,,Synthetic organic,,,,,135650441,9848748,,"(3R)-4-{[(2S,3S,4E)-3-[(3,4-dichlorophenyl)methyl]-5-(naphthalen-2-yl)pent-4-en-2-yl]carbamoyl}-3-methylbutanoic acid",,,C[C@@H](CC(=O)O)CC(=O)N[C@H]([C@@H](Cc1ccc(c(c1)Cl)Cl)/C=C/c1ccc2c(c1)cccc2)C,LVRZMZFXRFKCCY-KSYFVSBMSA-N,"InChI=1S/C28H29Cl2NO3/c1-18(14-28(33)34)13-27(32)31-19(2)23(16-21-9-12-25(29)26(30)17-21)11-8-20-7-10-22-5-3-4-6-24(22)15-20/h3-12,15,17-19,23H,13-14,16H2,1-2H3,(H,31,32)(H,33,34)/b11-8+/t18-,19+,23-/m1/s1"
1691,J-113397,,Synthetic organic,,,,,135650442,5311194,,"1-[(3R,4R)-1-(cyclooctylmethyl)-3-(hydroxymethyl)piperidin-4-yl]-3-ethylbenzimidazol-2-one",,"J-113,397|J113397",OC[C@@H]1CN(CC[C@H]1n1c(=O)n(c2c1cccc2)CC)CC1CCCCCCC1,MBGVUMXBUGIIBQ-LEWJYISDSA-N,"InChI=1S/C24H37N3O2/c1-2-26-22-12-8-9-13-23(22)27(24(26)29)21-14-15-25(17-20(21)18-28)16-19-10-6-4-3-5-7-11-19/h8-9,12-13,19-21,28H,2-7,10-11,14-18H2,1H3/t20-,21+/m0/s1"
6075,J18 (galanin analogue),,Peptide,,,,,178102696,,,,,,,,
6076,J20 (galanin analogue),,Peptide,,,,,178102697,,,,,,,,
5993,JAK3 inhibitor II,,Synthetic organic,,,,,178102615,3795,,"2-bromo-4-[(6,7-dimethoxyquinazolin-4-yl)amino]phenol",,WHI-P154,COc1cc2c(ncnc2cc1OC)Nc1ccc(c(c1)Br)O,CBIAKDAYHRWZCU-UHFFFAOYSA-N,"InChI=1S/C16H14BrN3O3/c1-22-14-6-10-12(7-15(14)23-2)18-8-19-16(10)20-9-3-4-13(21)11(17)5-9/h3-8,21H,1-2H3,(H,18,19,20)"
5994,JAK3 inhibitor IV,,Synthetic organic,,,,,178102616,3797,,3-[benzyl(propan-2-yl)amino]-1-(naphthalen-2-yl)propan-1-one,,ZM-39923,CC(N(Cc1ccccc1)CCC(=O)c1ccc2c(c1)cccc2)C,JSASWRWALCMOQP-UHFFFAOYSA-N,"InChI=1S/C23H25NO/c1-18(2)24(17-19-8-4-3-5-9-19)15-14-23(25)22-13-12-20-10-6-7-11-21(20)16-22/h3-13,16,18H,14-15,17H2,1-2H3"
5995,JAK3 inhibitor VI,,Synthetic organic,,,,,178102617,16760524,,"(3Z)-5-(pyridin-3-yl)-3-(1H-pyrrol-2-ylmethylidene)-2,3-dihydro-1H-indol-2-one; methanesulfonic acid",,HMS3229G13,CS(=O)(=O)O.O=C1Nc2c(/C/1=C/c1ccc[nH]1)cc(cc2)c1cccnc1,ZUDPNBZMAJGYTE-HYMQDMCPSA-N,"InChI=1S/C18H13N3O.CH4O3S/c22-18-16(10-14-4-2-8-20-14)15-9-12(5-6-17(15)21-18)13-3-1-7-19-11-13;1-5(2,3)4/h1-11,20H,(H,21,22);1H3,(H,2,3,4)/b16-10-;"
5992,JAK inhibitor I,,Synthetic organic,,,,,178102614,5494425,,"4-tert-butyl-15-fluoro-3,5,10-triazatetracyclo[11.4.0.0^{2,6}.0^{7,12}]heptadeca-1(17),2(6),4,7(12),8,13,15-heptaen-11-one",,CMP-6,Fc1ccc2c(c1)c1c(=O)[nH]ccc1c1c2[nH]c(n1)C(C)(C)C,VNDWQCSOSCCWIP-UHFFFAOYSA-N,"InChI=1S/C18H16FN3O/c1-18(2,3)17-21-14-10-5-4-9(19)8-12(10)13-11(15(14)22-17)6-7-20-16(13)23/h4-8H,1-3H3,(H,20,23)(H,21,22)"
1262,JB 98064,,Synthetic organic,,,,,135650443,10810249,,1-[(4-chlorophenyl)methyl]-1-(7-pyrrolidin-1-ylheptyl)guanidine,,JB-98064,Clc1ccc(cc1)CN(C(=N)N)CCCCCCCN1CCCC1,ZRIVDXCYPBUSKL-UHFFFAOYSA-N,"InChI=1S/C19H31ClN4/c20-18-10-8-17(9-11-18)16-24(19(21)22)15-5-3-1-2-4-12-23-13-6-7-14-23/h8-11H,1-7,12-16H2,(H3,21,22)"
1564,JCF 109,,Synthetic organic,,,,,135650444,,,,,JCF-109|JCF109,O=N(=O)c1ccccc1S(=O)(=O)NC[C@@H]1CC[C@H](CC1)CNc1ccc2c(c1)cccc2,BPBPTEVVRMSHTB-WGSAOQKQSA-N,"InChI=1S/C24H27N3O4S/c28-27(29)23-7-3-4-8-24(23)32(30,31)26-17-19-11-9-18(10-12-19)16-25-22-14-13-20-5-1-2-6-21(20)15-22/h1-8,13-15,18-19,25-26H,9-12,16-17H2/t18-,19-"
